Countryname,Country,Underlying_Health_Global Health Security Index,Underlying_Health_INFORM Rating,"Emerging_Health_Covid Growth, Cases (biweekly)","Emerging_Health_Covid Growth, Deaths (biweekly)",Emerging_Health_Oxford Gov Response Index,Emerging_Health_ACAPS Health Crisis Tracker,Emerging_Health_New Covid Cases per 1M,Emerging_Health_New Covid Deaths per 1M,Emerging_Health_Oxford Lockdown Rollback Index,Emerging_Health_WHO Disease Outbreak News,Underlying_Food Security_Proteus Composite Index,Emerging_Food Security_FAO WFP Warning,Emerging_Food Security_FEWS NET Score,Emerging_Food Security_Food Price Inflation (Secondary Indicator),Underlying_Conflict and Fragility_FCS,Emerging_Conflict and Fragility_Political Fatalities,Emerging_Conflict and Fragility_Forcibly Displaced People,Emerging_Conflict and Fragility_Political Disturbance,Underlying_Macro Fiscal_Operational Risk Score,Emerging_Macro Fiscal_Operational Risk Score,Underlying_Natural Hazard_INFORM Natural Multi-hazard Rating,Emerging_Natural Hazard_GDACS Live Hazard Tracker,Emerging_Natural Hazard_Locust Threat Level,Emerging_Natural Hazard_INFORM Severity,Emerging_Natural Hazard_Seasonal Forecast Index,Underlying_Socioeconomic Vulnerability_INFORM Socio-economic Vulnerability Index,"Emerging_Socioeconomic Vulnerability_Unemployment Rate, % Change",Emerging_Socioeconomic Vulnerability_MFRI Household Level Risk,Emerging_Socioeconomic Vulnerability_Income Support,Emerging_Socioeconomic Vulnerability_COVID Phone Survey Index,"Emerging_Socioeconomic Vulnerability_People Below $1.90 Poverty Line, % Change"
Guyana,GUY,7.66,4.25,0.7290409415638166,0,2.0830769230769244,0,4.424320000000001,5.086,0.587505008907792,0,4.665071770334928,NA,NA,NA,0,0,0,0,3.1448437115431958,9.643485915492965,4.666666666666667,NA,0,0,0,6.142857142857142,NA,NA,0,NA,NA
Honduras,HND,8.48,7.250000000000001,1.7849595569406027,1.0165697609659379,1.3938461538461553,0,4.5872,4.876,6.324727907550919,0,6.148325358851674,10,NA,3,0,3.1970440675296636,10,0,3.840142751661335,2.249119718309867,9.166666666666666,NA,0,0,0,7.714285714285715,5.346666666666667,NA,0,5.325480052403041,4.026146402235993
Croatia,HRV,3.3400000000000007,3.75,0,0,4.727692307692307,0,0.8435199999999998,1.1140000000000008,5.111687997485276,0,1.2200956937799035,NA,NA,1,0,5,0,0,2.997169579128725,10,6.333333333333333,NA,0,0,0,1.5714285714285712,10,10,0,10,7.4648657449547855
Haiti,HTI,7.699999999999999,10,0.0736042253533995,4.882091961913479,3.653846153846154,0,0.38388000000000133,1.1780000000000008,1.7013187538184766,0,10,10,7,5,10,8.826693711395613,0,10,7.2612601525966065,4.889964788732396,10,NA,0,0,0,9.714285714285714,NA,NA,0,NA,10
Hungary,HUN,3.1999999999999993,3.5,0,0,3.653846153846154,0,0.1289599999999993,0.20800000000000018,10,0,0.9330143540669855,NA,NA,5,0,0,0,0,3.8278365739601306,1.3688380281690051,4.333333333333334,NA,0,0,0,1.5714285714285712,8.939999999999998,0,0,NA,NA
Indonesia,IDN,2.6799999999999997,6.000000000000001,7.639775992604193,6.456536530646022,2.027692307692309,0,3.939120000000001,4.016,4.677211459538965,0,5.239234449760765,NA,NA,NA,0,3.756901845614377,0,0,4.024735417179426,5.770246478873236,10,0,0,0,7,4.571428571428572,9.066666666666666,0,0,10,5.5
India,IND,4.699999999999999,6.499999999999999,0,0,1.081538461538461,0,1.2455999999999996,1.1920000000000002,4.415726992241089,0,7.177033492822967,NA,NA,NA,0,2.470873601622361,0,0,3.803224218557718,2.029049295774649,10,0,0,0,0,6.571428571428571,NA,7,7,NA,9.2
Ireland,IRL,2.1999999999999993,2.5,1.7916371541964633,0,1.6830769230769231,0,3.5956,0.6359999999999992,4.168035739136462,0,0,NA,NA,1,0,0,NA,0,6.153088850595623e-4,7.442781690140855,2.000000000000001,NA,0,0,0,0.5714285714285712,5.2500000000000036,NA,3,NA,NA
Iran,IRN,6.459999999999999,4.25,1.5999025038573063,0.3379060959459128,2.5553846153846145,0,6.402839999999999,3.292,5.506086224956361,0,2.966507177033492,NA,NA,NA,0,6.448333861232434,0,0,10,10,9.666666666666666,NA,5,0,7,3.571428571428571,5.086666666666666,NA,0,NA,NA
Iraq,IRQ,8.84,7,2.242791203818885,1.6083836626956725,3.213846153846154,0,7.06344,1.5619999999999994,5.770612810382412,0,5.90909090909091,NA,NA,1,10,2.751047782557081,0,10,8.941053408811225,8.851232394366212,7.666666666666666,NA,0,0,0,5.714285714285714,NA,NA,0,NA,NA
Iceland,ISL,4.740000000000001,1.5,6.666666666674814e-4,6.666666666674814e-4,5.176923076923076,0,0,0,0,0,0.5502392344497604,NA,NA,5,0,0,0,0,2.8618016244154587,4.405809859154928,2.000000000000001,0,0,0,0,0.2857142857142865,10,NA,3,NA,NA
Israel,ISR,4.540000000000001,1.75,10,0,4.615384615384616,0,NA,NA,10,0,0,NA,NA,1,0,10,0,0,1.938838296825006,1.8089788732394414,5.999999999999999,NA,0,0,0,1,7.296666666666667,NA,3,NA,NA
Italy,ITA,2.759999999999999,3,0,0,2.4523076923076914,0,0.5265199999999997,0.766,9.463058528145696,0,0,NA,NA,1,0,0,0,0,1.2066207236032511,0,6.833333333333333,0,0,0,7,0.8571428571428559,8.000000000000007,NA,0,NA,NA
Jamaica,JAM,8.2,5.249999999999999,0,0.5116395466214527,1.161538461538461,0,0.6252399999999998,2.992,5.014736990300707,0,4.210526315789474,NA,NA,NA,0,0.4973067611974624,0,0,4.01242923947822,0,7.333333333333334,NA,0,0,0,5.571428571428571,NA,NA,0,NA,NA
Jordan,JOR,5.58,5.75,0.2594088149778244,0,4.647692307692308,0,1.9013600000000004,1.4559999999999995,10,0,2.535885167464115,NA,NA,NA,0,0,0,0,3.4894166871769663,3.789612676056329,5.166666666666666,NA,0,0,0,5.142857142857143,NA,10,0,NA,NA
Japan,JPN,2.040000000000001,0.75,0.06078843745082452,0,3.22923076923077,0,0.5161599999999993,0.3279999999999994,4.951995548884098,0,2.177033492822966,NA,NA,1,0,0,0,0,0.10521781934531305,1.3688380281690051,10,0,0,0,0,0.5714285714285712,3.1566666666666663,NA,3,NA,NA
Kazakhstan,KAZ,5.859999999999999,2.75,6.696165410099395,2.5029892387405344,2.6123076923076916,0,5.96272,0.34999999999999964,5.581496734211254,0,1.2679425837320561,NA,NA,NA,0,0,0,0,6.98437115431947,9.291373239436627,5,0,0,0,0,1.4285714285714288,10,0,7,NA,7.490779945196933
Kenya,KEN,4.58,9,0,1.1065440073073667,1.907692307692308,0,0.30288000000000004,0.4039999999999999,6.432996330919787,10,10,NA,10,NA,0,1.6280876234462465,0,0,7.052055131676104,8.3230633802817,6.833333333333333,0,7,0,0,7.714285714285715,NA,0,7,10,3.3820257619689897
Kyrgyzstan,KGZ,4.140000000000001,4.5,5.956341063033176,1.481314384540191,3.9738461538461536,0,8.99072,2.716000000000001,2.9006619412876073,0,3.732057416267942,NA,NA,NA,0,10,0,0,6.461358602018216,3.349471830985914,6.833333333333333,NA,0,0,0,4.571428571428572,0,NA,0,NA,5.440275839003671
Cambodia,KHM,6.159999999999999,7.250000000000001,3.0045773990353304,5.065980816475154,2.644615384615384,0,2.347039999999999,3.4860000000000007,2.824743420324629,0,9.330143540669859,NA,NA,NA,0,0,0,0,4.701575190745757,10,8,NA,0,0,0,8.285714285714285,NA,NA,0,0,NA
Kiribati,KIR,10,9.75,NA,NA,8.476923076923077,0,0,0,NA,0,5.76555023923445,NA,NA,NA,10,NA,NA,0,NA,NA,4.666666666666667,NA,0,0,7,9.714285714285714,NA,NA,NA,NA,NA
Saint Kitts and Nevis,KNA,8.76,3.25,0,0,NA,0,7.7348,0,NA,0,4.019138755980861,NA,NA,1,0,NA,0,0,NA,NA,2.999999999999999,NA,0,0,0,2.571428571428571,NA,NA,NA,NA,NA
Korea Republic of,KOR,10,2.25,3.3901055459339604,0,4.2784615384615385,0,0.6455599999999997,0.08399999999999963,3.7277534683119464,0,0.4784688995215305,NA,NA,3,0,0,0,0,0.7882106817622478,1.3248239436619738,8.166666666666668,0,0,0,0,0.5714285714285712,0.9733333333333345,NA,0,NA,NA
Kuwait,KWT,4.779999999999999,4.75,0.4173057394555375,5.980101917010435,3.7661538461538457,0,10,5.888,8.128980355918356,0,0.6459330143540658,NA,NA,NA,0,0,0,0,0,6.8705985915492995,1,NA,0,0,0,2.571428571428571,NA,NA,0,NA,NA
Lao PDR,LAO,5.38,6.499999999999999,6.666666666674814e-4,6.666666666674814e-4,2.0030769230769234,0,0.19320000000000093,0,0.6755045016779597,0,8.660287081339714,NA,NA,5,10,NA,0,0,5.1199852325867585,9.07130281690143,6.500000000000001,NA,0,0,0,7.142857142857143,NA,NA,3,7.1725602831159305,5.7840532876953965
Lebanon,LBN,5.38,7.5,1.1655196791635198,0,2.4030769230769238,0,1.0548800000000007,0.7119999999999997,10,0,3.3732057416267933,10,NA,NA,10,0,0,0,10,9.95158450704226,7,NA,0,0,10,5.571428571428571,NA,NA,0,NA,NA
Liberia,LBR,6.9799999999999995,10,6.773498154021219,1.164601123231325,4.038461538461538,0,1.1501599999999996,0.3960000000000008,2.1581372599665976,0,9.736842105263158,10,NA,NA,10,0,0,0,9.507137583066703,8.191021126760559,5,NA,0,0,0,10,NA,NA,0,NA,9.242006402510677
Libya,LBY,8.86,5.75,5.053246965239097,0.7402610681299198,4.823076923076924,0,3.0404,0.9979999999999993,6.863511254097826,0,3.421052631578947,NA,NA,NA,10,0,6.422773190305634,10,9.99938469111494,3.701584507042284,4.500000000000001,NA,0,0,0,4.142857142857144,NA,NA,7,NA,NA
Saint Lucia,LCA,6.94,4.75,3.314539844321237,0,NA,0,1.86712,1.556000000000001,NA,0,NA,NA,NA,1,0,NA,0,0,NA,NA,2.666666666666666,NA,0,0,0,4.571428571428572,NA,NA,NA,8.65963300069173,6.668659999999997
Liechtenstein,LIE,5.300000000000001,0,8.589730755235045,0,3.638461538461538,0,1.9478799999999996,0,3.5261372201759125,0,NA,NA,NA,NA,0,NA,NA,0,0,3.1294014084507076,0.5,NA,0,0,0,0,NA,NA,NA,NA,NA
Sri Lanka,LKA,7.220000000000001,5.75,0,0,0,0,2.72408,3.776,3.800263619477561,0,5.669856459330144,NA,NA,NA,0,0,0,0,4.738493723849374,5.990316901408464,7,NA,0,0,0,4.2857142857142865,10,7,7,NA,7.000000000000001
Lesotho,LSO,7.96,10,3.5022321950307367,2.900858361243799,4.647692307692308,0,0.7735599999999998,0.5340000000000007,1.4836208151147172,0,8.755980861244021,NA,NA,5,0,0,0,0,5.772212650750679,5.374119718309865,2.5,NA,0,0,0,8.857142857142858,NA,NA,0,NA,9.328571742468673
Lithuania,LTU,3,2,0,0,2.724615384615384,0,0.4702000000000002,1.4700000000000006,10,0,2.2727272727272734,NA,NA,3,0,0,0,0,1.0958651242923967,2.513204225352112,1.1666666666666679,NA,0,0,0,1.2857142857142865,6.4866666666666655,NA,0,NA,NA
Luxembourg,LUX,5.240000000000001,3,6.666666666674814e-4,6.666666666674814e-4,3.493846153846154,0,7.777559999999999,0,7.5422609435827095,0,0,NA,NA,3,0,0,NA,0,0,10,0,NA,0,0,0,0.8571428571428559,5.3000000000000025,NA,0,NA,NA
Latvia,LVA,1.42,3.5,0,0,6.138461538461538,0,1.12092,3.484,10,0,0.9330143540669855,NA,NA,1,0,0,0,0,3.563253753384201,0,1.8333333333333321,NA,0,0,0,1.5714285714285712,8.963333333333333,NA,3,NA,NA
Morocco,MAR,5.26,5.75,4.532144907996905,2.5398235328951255,3.4292307692307684,0,0.8342799999999997,0.33999999999999986,5.183743227198273,0,3.492822966507177,NA,NA,NA,0,10,0,0,3.8339896628107315,4.229753521126764,6.166666666666667,NA,0,0,0,6.2857142857142865,10,10,0,NA,7.216104780603
Moldova Republic of,MDA,5.42,6.000000000000001,1.0887721870380833,0,2.035384615384616,0,0.6175999999999995,0.6379999999999999,10,0,4.593301435406698,NA,NA,5,0,0,0,0,6.953605710066457,3.7015845070422415,5.166666666666666,NA,0,0,0,3.2857142857142847,9.6,NA,0,NA,7.5
Madagascar,MDG,5.9799999999999995,10,0,0,2.1307692307692294,0,0.026839999999999975,0.13400000000000034,0.5567080453798976,0,10,10,7,3,0,6.905619665016883,0,0,7.94425301501354,6.782570422535207,8.5,NA,0,10,0,8.428571428571429,NA,NA,0,9.378479310444423,5.921673668393008
Maldives,MDV,7.24,5,0,0,NA,0,9.77856,1.5860000000000003,NA,0,2.918660287081341,NA,NA,NA,0,NA,0,0,NA,NA,3.666666666666667,NA,0,0,0,3.1428571428571423,NA,NA,NA,NA,NA
Mexico,MEX,2.4800000000000004,4.25,3.0531160029940434,0,4.64,0,1.6264400000000006,2.5600000000000005,6.817695312319003,0,3.2296650717703344,NA,NA,5,0,1.3155433162089185,0,0,2.4864632045286754,4.669894366197184,9.5,0,0,0,0,4.571428571428572,5.816666666666668,0,7,NA,6.91812577952875
Marshall Islands,MHL,10,8.5,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,10,NA,0,0,NA,NA,4.333333333333334,NA,0,0,0,7.571428571428571,NA,NA,NA,NA,NA
North Macedonia,MKD,6.18,4.25,0,0,NA,0,0.13711999999999946,0.2740000000000009,NA,0,3.6124401913875595,NA,NA,5,0,0,0,0,2.7018213142997807,0,4.666666666666667,NA,0,0,0,3.2857142857142847,9.993333333333338,NA,NA,NA,NA
Mali,MLI,8.2,9.25,0.5151282875487304,0,5.24,0,0.009040000000000603,0.02800000000000047,2.1346624042717233,0,8.229665071770336,10,7,NA,10,4.925596440931891,10,10,5.163056854540981,7.310739436619729,5.666666666666667,NA,0,0,0,10,NA,NA,7,NA,9.933662994960008
Malta,MLT,6.540000000000001,5.249999999999999,10,0,3.413846153846154,0,0.737680000000001,0,10,0,0,NA,NA,NA,0,0,0,0,1.0035687915333522,0,2.5,NA,0,0,0,0.7142857142857135,1.8900000000000006,NA,3,NA,NA
Myanmar,MMR,5.32,7,10,10,3.06923076923077,0,1.7096800000000005,1.0139999999999993,0,0,7.081339712918661,NA,NA,1,10,10,0,0,8.405734678808765,10,10,NA,0,0,0,7.142857142857143,NA,NA,0,6.583285195486886,NA
Montenegro,MNE,5.26,4.25,0.36919541758105723,0,NA,0,1.2009600000000002,4.093999999999999,NA,0,1.1722488038277508,NA,NA,1,0,0,0,0,6.707482156042336,3.04137323943662,5.5,NA,0,0,0,2.999999999999999,NA,NA,NA,NA,NA
Mongolia,MNG,4.1000000000000005,4.25,0,0.7855799489786417,4.006153846153846,0,10,8.542,1.071365610468094,0,7.2009569377990434,NA,NA,3,0,0,0,0,4.941545655919272,3.5695422535211314,3.166666666666668,NA,0,0,0,5,6.666666666666667,NA,0,4.177729879106794,7.50993925787054
Mozambique,MOZ,8.379999999999999,10,10,10,4.92,0,1.1916399999999996,0.4659999999999993,4.643934979550246,0,10,10,10,5,10,7.397157931904857,10,0,6.922840265813441,4.889964788732396,8,NA,0,0,0,10,NA,NA,7,NA,5.039911873795013
Mauritania,MRT,8.5,9.5,3.293257308542036,0,5.319999999999999,0,0.6009600000000006,0.12199999999999989,3.322826885272491,0,8.133971291866029,NA,7,NA,0,0,0,0,7.1197391090327375,0,7.666666666666666,NA,0,0,0,8.285714285714285,NA,NA,7,NA,6.541025006827299
Mauritius,MUS,7.02,4.25,6.666666666674814e-4,6.666666666674814e-4,0.35230769230769354,0,0.11232000000000042,0,0.14091987868055966,0,1.794258373205741,NA,NA,3,0,NA,0,0,0.7451390598080252,3.5695422535211314,4.500000000000001,NA,0,0,10,2.8571428571428568,10,NA,0,8.834909439086914,NA
Malawi,MWI,8.4,9.25,10,8.819068255687974,6.553846153846154,0,0.4388000000000005,0.35800000000000054,7.620129224554481,0,10,NA,5,NA,0,6.83325308687923,0,0,7.630445483632787,2.2491197183098564,5.833333333333333,NA,0,0,0,9.857142857142858,NA,NA,3,NA,3.1620883927569565
Malaysia,MYS,1.5599999999999987,3,0.9384802597074593,0.6108904187707935,0.16000000000000192,0,8.2962,5.022,3.1330888501105676,0,2.3444976076555024,NA,NA,NA,0,10,0,0,0,2.1610915492957696,6.500000000000001,NA,0,0,7,2.571428571428571,5.416666666666668,0,0,NA,7.499128929323544
Namibia,NAM,6.879999999999999,7.749999999999999,2.279821151202767,5.543867758753604,2.115384615384616,0,10,10,6.902950291795072,0,9.282296650717706,NA,NA,3,0,0,0,0,2.5418410041841017,6.69454225352113,5.5,NA,0,0,0,7.857142857142858,NA,NA,7,NA,10
Niger,NER,7.56,10,3.8610771944105267,0.5128205128205128,7.467692307692308,0,0.007319999999999993,0.012000000000000455,0.6595010359389537,0,10,10,7,NA,10,10,10,0,4.720034457297567,4.185739436619711,5.833333333333333,NA,0,0,0,10,NA,NA,7,NA,5.337934489394343
Nigeria,NGA,6.440000000000001,9.75,4.760212665724478,10,5.769230769230769,0,0.01267999999999958,0.002000000000000668,6.539848730470283,0,8.492822966507179,10,8,5,10,10,6.099471707998688,0,10,9.95158450704226,5,NA,0,0,0,7.142857142857143,NA,10,7,10,10
Nicaragua,NIC,5.38,6.499999999999999,8.38802444410209,10,10,0,0.24412000000000056,0.04400000000000048,6.300664002558811,0,6.794258373205742,NA,NA,3,0,0,0,0,6.381368446960376,3.437500000000001,9.333333333333332,0,0,0,0,7.142857142857143,10,NA,7,NA,7.393771475263851
Netherlands,NLD,0,1.25,0,0,4.695384615384616,0,2.837999999999999,0.2159999999999993,8.699613382494643,0,0,NA,NA,3,0,0,0,0,0.45594388382968276,6.12235915492958,1.666666666666666,NA,0,0,0,0.2857142857142865,7.033333333333333,NA,3,NA,NA
Norway,NOR,1.0800000000000018,0,0.34183583916351523,0,3.0846153846153843,0,1.3976799999999994,0.10599999999999987,3.8379291462456457,0,0,NA,NA,3,0,0,0,0,0.9051193699237032,5.330105633802816,0,NA,0,0,0,0.2857142857142865,2.5733333333333333,NA,3,NA,NA
Nepal,NPL,6.9799999999999995,7.749999999999999,0,0,2.2276923076923083,0,2.1904400000000006,1.8819999999999997,5.786074364205672,0,9.043062200956939,NA,NA,3,0,0,0,0,4.984617277873493,9.071302816901419,8,0,0,0,0,8,NA,NA,0,NA,NA
Nauru,NRU,9.84,8,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,2.999999999999999,NA,0,0,0,5.428571428571428,NA,NA,NA,NA,NA
New Zealand,NZL,3.1999999999999993,0.25,6.666666666674814e-4,6.666666666674814e-4,6.473846153846154,0,0.02487999999999957,0,0,0,1.8421052631578938,NA,NA,NA,0,NA,0,0,0.2898104848634002,2.469190140845079,5.833333333333333,0,0,0,0,0.5714285714285712,9.509999999999996,NA,0,NA,NA
Oman,OMN,5.38,2.5,0,3.53658571298447,0.9615384615384617,0,10,10,4.460324148955447,0,3.2296650717703344,NA,NA,3,0,0,0,0,3.335589465911889,2.4691901408450745,6.666666666666667,NA,0,0,7,2.7142857142857144,NA,NA,7,NA,NA
Pakistan,PAK,6.9,8.25,0.36907691522722885,0,2.0830769230769244,0,0.22339999999999982,0.24399999999999977,7.393661205659452,0,6.626794258373206,NA,NA,5,0,9.230921325241374,0,0,9.014890475018463,5.902288732394357,10,NA,0,0,7,7.571428571428571,6.100000000000003,0,0,NA,NA
Panama,PAN,5.26,4.25,1.3876950618737247,2.537437485993742,1.603076923076923,0,9.83068,3.6419999999999995,5.118547217779956,0,5.095693779904306,NA,NA,1,0,0,0,0,0.7943637706128488,2.2491197183098564,8.666666666666668,NA,0,0,0,3.428571428571429,10,NA,0,NA,7.23081633583
Peru,PER,4.159999999999999,5.75,0,0,1.4738461538461536,0,3.6283600000000007,10,8.056488736356046,0,6.650717703349283,NA,NA,NA,0,10,0,0,0.5790056608417444,10,10,0,0,0,0,4.714285714285714,10,0,0,4.8554941813151045,5.643282302895732
Philippines,PHL,4.4799999999999995,6.75,0,0,2.155384615384616,0,1.969800000000001,1.9260000000000002,4.298798732901032,0,7.2009569377990434,NA,NA,NA,0,1.678775928567994,3.783154163482161,0,5.310730986955455,0.44454225352112253,10,10,0,0,0,5.428571428571428,10,7,7,8.779659816196988,5.541620442109698
Palau,PLW,9.620000000000001,4.75,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,3.666666666666667,NA,0,0,0,4,NA,NA,NA,NA,NA
Papua New Guinea,PNG,8.44,9.25,0,0,5.144615384615384,0,0,0,3.1756168664199294,0,10,NA,NA,NA,10,NA,0,0,5.790671917302489,8.631161971830995,9.5,NA,0,0,7,8.857142857142858,NA,NA,7,6.992314293271019,NA
Poland,POL,2.92,2.75,0,0,3.012307692307692,0,0.08940000000000126,0.6799999999999997,9.013790381030788,0,0.7894736842105257,NA,NA,3,0,0,0,0,2.0619000738370685,0.4445422535211172,2.166666666666667,NA,0,0,0,0.8571428571428559,10,0,3,9.768769309634255,7.45598216965171
Korea DPR,PRK,0,6.75,NA,NA,NA,0,NA,NA,NA,0,8.636363636363637,NA,NA,NA,0,10,0,0,10,6.430457746478879,7,NA,0,0,0,9,NA,NA,NA,NA,NA
Portugal,PRT,1.9400000000000013,2,6.035951799245719,0.6923076923076916,0.8815384615384616,0,8.71204,0.7279999999999998,3.47557181428948,0,0,NA,NA,3,0,0,0,0,2.8679547132660623,10,4,NA,0,0,0,1.1428571428571423,5.54,NA,0,NA,NA
Paraguay,PRY,6.859999999999999,4,0,0.025753023455449053,4.038461538461538,0,7.83372,10,7.737611829882683,0,5.287081339712919,NA,NA,1,0,0,0,0,4.320083682008368,2.205105633802823,2.666666666666666,NA,0,0,0,5.142857142857143,2.973333333333331,NA,0,2.5814272562662763,7.25
Qatar,QAT,5.76,3.25,0,0,1.1215384615384636,0,1.6006,0.5960000000000001,7.367590666660302,0,0,NA,NA,1,0,0,0,0,2.720280580851588,0.09242957746478986,0.8333333333333339,NA,0,0,0,1.7142857142857153,NA,10,3,NA,NA
Romania,ROU,4.840000000000001,4.25,0,1.390866505705855,3.253846153846154,0,0.08615999999999957,6.178,6.266211722137218,0,2.464114832535885,NA,NA,NA,0,NA,0,0,4.46160472557224,2.1610915492957696,5.166666666666666,0,0,0,0,2.428571428571429,10,0,3,7.458206085931686,7.01427236599065
Russian Federation,RUS,5.140000000000001,3,3.102943042955852,3.387696557586062,3.373846153846154,0,6.34604,9.184,5.350550292635882,0,2.5837320574162685,NA,NA,3,0,0,0,0,5.046148166379526,5.726232394366193,7.833333333333334,0,0,0,0,2.2857142857142856,3.333333333333334,NA,0,NA,7.496295968926522
Rwanda,RWA,7.16,7.5,7.183302474330922,10,3.34923076923077,0,2.6828399999999997,1.3239999999999998,3.9716295653746325,0,9.066985645933016,NA,NA,5,0,0,0,0,5.64915087373862,8.19102112676057,4.166666666666666,NA,0,0,0,8.857142857142858,NA,NA,0,NA,0.12399341901250693
Saudi Arabia,SAU,4.140000000000001,2,0.6322527489135048,0,2.5323076923076924,0,1.5105600000000017,0.8460000000000001,4.042536313433248,10,2.392344497607656,NA,NA,5,0,0,0,0,2.135737140044304,1.8529929577464799,3.5,NA,7,0,0,1.8571428571428577,NA,7,3,NA,NA
Sudan,SDN,8.76,9.5,0,0,3.0769230769230766,0,0.023320000000000007,0.03999999999999915,6.150409240897918,0,10,10,8,NA,10,9.731771042725555,0,0,10,3.261443661971848,5.333333333333334,NA,5,0,0,8.428571428571429,9.666666666666663,NA,7,NA,10
Senegal,SEN,6.42,7.749999999999999,6.806151250689422,8.452959679725478,6.65076923076923,0,0.3832399999999989,0.20400000000000063,4.3165322928034175,10,7.392344497607657,NA,NA,1,0,10,0,0,2.572606448437117,7.4427816901408494,5.833333333333333,NA,0,0,0,9.142857142857144,NA,NA,7,10,4.381737648793482
Singapore,SGP,2.26,1.25,0,0.5128205128205128,0.8492307692307683,0,0.07519999999999882,0,0,0,0,NA,NA,3,0,NA,0,0,0,5.11003521126761,0,NA,0,0,10,0.2857142857142865,2.5,NA,3,NA,NA
Solomon Islands,SLB,9.86,9,NA,NA,9.63076923076923,0,0,0,6.662816505023201,0,9.138755980861246,NA,NA,NA,10,NA,0,0,NA,NA,8,NA,0,0,0,8.285714285714285,NA,NA,7,7.239369982764835,NA
Sierra Leone,SLE,6.359999999999999,10,2.1362810056007167,10,4.487692307692308,0,0.24427999999999983,0.35800000000000054,1.7089330525456852,0,9.641148325358854,10,NA,NA,0,0,0,0,7.661210927885802,4.449823943661971,4.833333333333333,NA,0,0,0,9.857142857142858,NA,NA,7,NA,10
El Salvador,SLV,5.159999999999999,5.5,1.2304936609634893,0.6191369606003754,6.490769230769231,0,1.2941599999999998,1.6739999999999995,5.39267902100252,0,4.976076555023924,10,NA,3,0,1.6607229054112551,9.128624175582221,0,2.6895151365985734,4.669894366197189,9.166666666666666,NA,0,0,0,6.2857142857142865,8.85666666666667,NA,0,3.6150431860060905,6.3078316562324
Somalia,SOM,10,10,3.5776578358260194,0,6.201538461538462,0,0.022279999999998523,0,8.443408955110762,0,10,10,10,NA,10,0,10,10,10,9.511443661971825,9.833333333333334,NA,7,10,0,9,NA,NA,7,NA,NA
Serbia,SRB,3.540000000000001,4.25,0,0,4.615384615384616,0,0.5332399999999993,0.7560000000000002,10,0,3.8995215311004783,NA,NA,3,0,0,0,0,5.329190253507265,4.669894366197179,5.833333333333333,NA,0,0,0,2.2857142857142856,8.249999999999998,10,0,NA,NA
South Sudan,SSD,9.66,10,6.666666666674814e-4,6.666666666674814e-4,7.452307692307692,0,0.0229600000000012,0,6.70281586511475,0,10,10,8,NA,10,10,0,10,NA,NA,5,NA,5,0,NA,10,NA,NA,7,10,10
Sao Tome and Principe,STP,10,7.749999999999999,6.666666666674814e-4,6.666666666674814e-4,NA,0,0.4432399999999994,0,NA,0,8.205741626794259,NA,NA,NA,0,NA,0,0,6.479817868570025,4.185739436619711,0.5,NA,0,0,0,8.857142857142858,NA,NA,NA,NA,10
Suriname,SUR,6.699999999999999,4,0,0,0.9615384615384617,0,10,10,1.073457915433183,0,5.526315789473685,NA,NA,NA,0,0,0,0,9.525596849618509,2.249119718309867,4.833333333333333,NA,0,0,0,4.857142857142857,7.573333333333334,NA,0,NA,NA
Slovakia,SVK,4.420000000000001,3.25,0,0,3.373846153846154,0,0.1318799999999989,0.21000000000000085,10,0,0.8612440191387556,NA,NA,3,0,0,0,0,1.7603987201575197,3.5695422535211314,2.999999999999999,NA,0,0,0,1.1428571428571423,6.750000000000001,NA,3,NA,NA
Slovenia,SVN,0.5599999999999987,1.75,0,0,3.7661538461538457,0,0.52224,0.2740000000000009,10,0,0.21531100478468979,NA,NA,3,0,0,0,0,1.858848141767167,0,4,NA,0,0,7,0.2857142857142865,10,NA,0,NA,NA
Sweden,SWE,0,0.5,0,0,4.567692307692307,0,1.1242799999999988,0.1980000000000004,8.972032584053109,0,1.555023923444974,NA,NA,3,0,0,0,0,0,6.914612676056348,0.16666666666666607,NA,0,0,0,0.4285714285714288,6.340000000000001,NA,3,NA,NA
Eswatini,SWZ,7.779999999999999,8.25,10,10,2.3723076923076922,0,1.6056799999999996,1.2319999999999993,3.507248424848508,0,7.91866028708134,NA,NA,3,0,0,0,0,6.147551070637464,3.6575704225351977,2.5,NA,0,0,0,7.857142857142858,NA,NA,0,NA,7.674712217843496
Seychelles,SYC,7.620000000000001,5,0,0,1.5707692307692298,0,10,8.716,10,0,2.2009569377990426,NA,NA,NA,0,NA,0,0,4.461604725572239,7.970950704225362,2.999999999999999,NA,0,0,0,2.2857142857142856,0,NA,3,NA,NA
Syria,SYR,10,6.75,0,0,6.273846153846154,0,0.07607999999999926,0.2940000000000005,6.031272329285349,0,6.172248803827751,10,NA,NA,10,0,0,0,10,10,7.833333333333334,NA,0,0,7,10,NA,NA,7,NA,NA
