Countryname,Country,Underlying_Health_Global Health Security Index,Underlying_Health_INFORM Rating,"Emerging_Health_Covid Growth, Cases (biweekly)","Emerging_Health_Covid Growth, Deaths (biweekly)",Emerging_Health_Oxford Gov Response Index,Emerging_Health_ACAPS Health Crisis Tracker,Emerging_Health_New Covid Cases per 1M,Emerging_Health_New Covid Deaths per 1M,Emerging_Health_Oxford Lockdown Rollback Index,Emerging_Health_WHO Disease Outbreak News,Underlying_Food Security_Proteus Composite Index,Emerging_Food Security_FAO WFP Warning,Emerging_Food Security_FEWS NET Score,Emerging_Food Security_Food Price Inflation (Secondary Indicator),Underlying_Conflict and Fragility_FCS,Emerging_Conflict and Fragility_Political Fatalities,Emerging_Conflict and Fragility_Forcibly Displaced People,Emerging_Conflict and Fragility_Political Disturbance,Underlying_Macro Fiscal_Operational Risk Score,Emerging_Macro Fiscal_Operational Risk Score,Underlying_Natural Hazard_INFORM Natural Multi-hazard Rating,Emerging_Natural Hazard_GDACS Live Hazard Tracker,Emerging_Natural Hazard_Locust Threat Level,Emerging_Natural Hazard_INFORM Severity,Emerging_Natural Hazard_Seasonal Forecast Index,Underlying_Socioeconomic Vulnerability_INFORM Socio-economic Vulnerability Index,"Emerging_Socioeconomic Vulnerability_Unemployment Rate, % Change",Emerging_Socioeconomic Vulnerability_MFRI Household Level Risk,Emerging_Socioeconomic Vulnerability_Income Support,Emerging_Socioeconomic Vulnerability_COVID Phone Survey Index,"Emerging_Socioeconomic Vulnerability_People Below $1.90 Poverty Line, % Change"
Ireland,IRL,2.1999999999999993,2.5,0,0,0.11230769230769333,0,2.89428,0,4.168035739136462,0,0,NA,NA,1,0,0,NA,0,6.153088850595623e-4,7.442781690140855,2.000000000000001,NA,0,0,0,0.5714285714285712,5.2500000000000036,NA,3,NA,NA
Iran,IRN,6.459999999999999,4.25,0,0,2.596923076923078,0,4.84572,4.728,5.506086224956361,0,2.966507177033492,NA,NA,NA,0,6.154661657649525,0,0,10,10,9.666666666666666,NA,5,0,7,3.571428571428571,5.086666666666666,NA,0,NA,NA
Iraq,IRQ,8.84,7,0,0,2.1307692307692294,0,4.286440000000001,1.3279999999999994,5.770612810382412,0,5.90909090909091,NA,NA,1,10,0,0,10,8.941053408811225,8.851232394366212,7.666666666666666,NA,0,0,0,5.714285714285714,NA,NA,0,NA,NA
Iceland,ISL,4.740000000000001,1.5,6.666666666674814e-4,6.666666666674814e-4,3.9738461538461536,0,0,0,0,0,0.5502392344497604,NA,NA,5,0,0,0,0,2.8618016244154587,4.405809859154928,2.000000000000001,0,0,0,10,0.2857142857142865,10,NA,3,NA,NA
Israel,ISR,4.540000000000001,1.75,0,4.303210339795706,3.092307692307692,0,0.1036400000000004,0.33000000000000007,10,0,0,NA,NA,1,0,5,0,0,1.938838296825006,1.8089788732394414,5.999999999999999,NA,0,0,0,1,7.296666666666667,NA,3,NA,NA
Italy,ITA,2.759999999999999,3,0,0,0.27999999999999936,0,2.6188000000000002,4.646,9.463058528145696,0,0,NA,NA,1,0,0,0,0,1.2066207236032511,0,6.833333333333333,0,0,0,0,0.8571428571428559,8.000000000000007,NA,0,NA,NA
Jamaica,JAM,8.2,5.249999999999999,0,4.940342192476624,0.9615384615384617,0,0.9803200000000007,3.184,5.014736990300707,0,4.210526315789474,NA,NA,NA,0,6.3010616427392385,0,0,4.01242923947822,0,7.333333333333334,NA,0,0,0,5.571428571428571,NA,NA,0,NA,NA
Jordan,JOR,5.58,5.75,0.45227271473416586,0,3.3661538461538463,0,4.26032,3.5839999999999996,10,0,2.535885167464115,NA,NA,NA,0,0,0,0,3.4894166871769663,3.789612676056329,5.166666666666666,NA,0,0,0,5.142857142857143,NA,10,0,NA,NA
Japan,JPN,2.040000000000001,0.75,0,1.9753830090556814,3.5892307692307686,0,1.33704,1.548,4.951995548884098,0,2.177033492822966,NA,NA,1,0,0,0,0,0.10521781934531305,1.3688380281690051,10,0,0,0,0,0.5714285714285712,3.1566666666666663,NA,0,NA,NA
Kazakhstan,KAZ,5.859999999999999,2.75,0,0,4.695384615384616,0,4.20004,0.3960000000000008,5.581496734211254,0,1.2679425837320561,NA,NA,NA,0,0,0,0,6.98437115431947,9.291373239436627,5,NA,0,0,0,1.4285714285714288,10,0,7,NA,7.490779945196933
Kenya,KEN,4.58,9,0,0,2.1476923076923073,0,0.2997999999999994,0.3620000000000001,6.432996330919787,10,10,NA,10,NA,0,0,0,0,7.052055131676104,8.3230633802817,6.833333333333333,0,7,0,7,7.714285714285715,NA,0,7,10,3.3820257619689897
Kyrgyzstan,KGZ,4.140000000000001,4.5,0,1.4630882492235937,3.2046153846153844,0,1.7543600000000001,2.2780000000000005,2.9006619412876073,0,3.732057416267942,NA,NA,NA,0,10,0,0,6.461358602018216,3.349471830985914,6.833333333333333,NA,0,0,7,4.571428571428572,0,NA,0,NA,5.440275839003671
Cambodia,KHM,6.159999999999999,7.250000000000001,0,0,2.6846153846153857,0,1.346960000000001,0.5120000000000005,2.824743420324629,0,9.330143540669859,NA,NA,NA,0,0,0,0,4.701575190745757,10,8,NA,0,0,0,8.285714285714285,NA,NA,0,0,NA
Kiribati,KIR,10,9.75,NA,NA,9.583076923076923,0,0.04784000000000077,0,NA,0,5.76555023923445,NA,NA,NA,10,NA,NA,0,NA,NA,4.666666666666667,NA,0,0,7,9.714285714285714,NA,NA,NA,NA,NA
Saint Kitts and Nevis,KNA,8.76,3.25,NA,NA,NA,0,1.933679999999999,0,NA,0,4.019138755980861,NA,NA,1,0,NA,0,0,NA,NA,2.999999999999999,NA,0,0,0,2.571428571428571,NA,NA,NA,NA,NA
Korea Republic of,KOR,10,2.25,0.010202247864079084,0,3.1569230769230767,0,0.4703600000000012,0.13400000000000034,3.7277534683119464,0,0.4784688995215305,NA,NA,3,0,0,0,0,0.7882106817622478,1.3248239436619738,8.166666666666668,NA,0,0,0,0.5714285714285712,0.9733333333333345,NA,0,NA,NA
Kuwait,KWT,4.779999999999999,4.75,0,0,3.4461538461538455,0,10,2.944,8.128980355918356,0,0.6459330143540658,NA,NA,NA,0,5,0,0,0,6.8705985915492995,1,NA,0,0,0,2.571428571428571,NA,NA,0,NA,NA
Lao PDR,LAO,5.38,6.499999999999999,0,0,0,0,0.11308000000000007,0,0.6755045016779597,10,8.660287081339714,NA,NA,5,10,NA,0,0,5.1199852325867585,9.07130281690143,6.500000000000001,NA,0,0,0,7.142857142857143,NA,NA,3,7.1725602831159305,5.7840532876953965
Lebanon,LBN,5.38,7.5,0,0,2.6769230769230763,0,1.802480000000001,1.968,10,0,3.3732057416267933,10,NA,NA,10,3.94470644022317,0,0,10,9.95158450704226,7,NA,0,0,10,5.571428571428571,NA,NA,0,NA,NA
Liberia,LBR,6.9799999999999995,10,6.666666666674814e-4,6.666666666674814e-4,5.272307692307693,0,0.03615999999999886,0.05599999999999916,2.1581372599665976,0,9.736842105263158,10,NA,NA,10,0,0,0,9.507137583066703,8.191021126760559,5,NA,0,0,0,10,NA,NA,0,NA,9.242006402510677
Libya,LBY,8.86,5.75,0,0,3.878461538461538,0,1.5160400000000003,0.5399999999999991,6.863511254097826,0,3.421052631578947,NA,NA,NA,10,0,6.422773190305634,0,9.99938469111494,3.701584507042284,4.500000000000001,NA,0,0,0,4.142857142857144,NA,NA,7,NA,NA
Saint Lucia,LCA,6.94,4.75,0,7.692307692307693,NA,0,2.4583600000000008,0,NA,0,NA,NA,NA,1,0,NA,0,0,NA,NA,2.666666666666666,NA,0,0,0,4.571428571428572,NA,NA,NA,8.65963300069173,6.668659999999997
Liechtenstein,LIE,5.300000000000001,0,0,0,3.1569230769230767,0,1.7980400000000003,0,3.5261372201759125,0,NA,NA,NA,NA,0,NA,NA,0,0,3.1294014084507076,0.5,NA,0,0,0,0,NA,NA,NA,NA,NA
Sri Lanka,LKA,7.220000000000001,5.75,2.152359062680686,4.322510807957885,0,0,5.35716,3.2959999999999994,3.800263619477561,0,5.669856459330144,NA,NA,NA,0,0,0,0,4.738493723849374,5.990316901408464,7,NA,0,0,0,4.2857142857142865,10,7,7,NA,7.000000000000001
Lesotho,LSO,7.96,10,0.359682551925383,4.098720694009775,4.503076923076924,0,0.047999999999998266,0.8000000000000007,1.4836208151147172,0,8.755980861244021,NA,NA,5,0,0,0,0,5.772212650750679,5.374119718309865,2.5,NA,0,0,0,8.857142857142858,NA,NA,0,NA,9.328571742468673
Lithuania,LTU,3,2,0,0,1.281538461538462,0,8.69436,7.766,10,0,2.2727272727272734,NA,NA,3,0,0,0,0,1.0958651242923967,2.513204225352112,1.1666666666666679,NA,0,0,0,1.2857142857142865,6.4866666666666655,NA,0,NA,NA
Luxembourg,LUX,5.240000000000001,3,0,0,3.172307692307692,0,2.5925199999999995,1.8260000000000005,7.5422609435827095,0,0,NA,NA,3,0,0,NA,0,0,10,0,NA,0,0,0,0.8571428571428559,5.3000000000000025,NA,0,NA,NA
Latvia,LVA,1.42,3.5,0,0,3.172307692307692,0,7.46472,8.18,10,0,0.9330143540669855,NA,NA,1,0,0,0,0,3.563253753384201,0,1.8333333333333321,NA,0,0,0,1.5714285714285712,8.963333333333333,NA,3,NA,NA
Morocco,MAR,5.26,5.75,0.43192466663325746,0,3.0769230769230766,0,0.3144399999999994,0.19400000000000084,5.183743227198273,0,3.492822966507177,NA,NA,NA,0,10,0,0,3.8339896628107315,4.229753521126764,6.166666666666667,NA,0,0,0,6.2857142857142865,10,10,0,NA,7.216104780603
Moldova Republic of,MDA,5.42,6.000000000000001,0,0,2.115384615384616,0,0.8584399999999999,2.266,10,0,4.593301435406698,NA,NA,5,0,0,0,0,6.953605710066457,3.7015845070422415,5.166666666666666,NA,0,0,0,3.2857142857142847,9.6,NA,0,NA,7.5
Madagascar,MDG,5.9799999999999995,10,0,0,2.707692307692308,0,0.12031999999999954,0.40199999999999925,0.5567080453798976,0,10,10,7,3,0,5.730511217706885,0,0,7.94425301501354,6.782570422535207,8.5,NA,0,10,0,8.428571428571429,NA,NA,0,9.378479310444423,5.921673668393008
Maldives,MDV,7.24,5,3.4134668705379543,10,NA,0,10,10,NA,0,2.918660287081341,NA,NA,NA,0,NA,0,0,NA,NA,3.666666666666667,NA,0,0,0,3.1428571428571423,NA,NA,NA,NA,NA
Mexico,MEX,2.4800000000000004,4.25,0,0,4.96,0,0.6928000000000001,3.5039999999999996,6.817695312319003,0,3.2296650717703344,NA,NA,5,0,1.9338332910624114,0,0,2.4864632045286754,4.669894366197184,9.5,10,0,0,0,4.571428571428572,5.816666666666668,0,7,NA,6.91812577952875
Marshall Islands,MHL,10,8.5,NA,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,10,NA,0,0,NA,NA,4.333333333333334,NA,0,0,0,7.571428571428571,NA,NA,NA,NA,NA
North Macedonia,MKD,6.18,4.25,0,0,NA,0,0.6363199999999996,10,NA,0,3.6124401913875595,NA,NA,5,0,0,0,0,2.7018213142997807,0,4.666666666666667,NA,0,0,0,3.2857142857142847,9.993333333333338,NA,NA,NA,NA
Mali,MLI,8.2,9.25,0,0,5.24,0,0.009320000000000661,0.02800000000000047,2.1346624042717233,0,8.229665071770336,10,7,NA,10,5.5175921973666755,10,10,5.163056854540981,7.310739436619729,5.666666666666667,NA,0,0,0,10,NA,NA,7,NA,9.933662994960008
Malta,MLT,6.540000000000001,5.249999999999999,0,0,1.7307692307692317,0,0.3753200000000003,1.2940000000000005,10,0,0,NA,NA,NA,0,0,0,0,1.0035687915333522,0,2.5,NA,0,0,0,0.7142857142857135,1.8900000000000006,NA,3,NA,NA
Myanmar,MMR,5.32,7,5.809662725830392,3.0389363722697063,1.5061538461538468,0,0.02427999999999919,0,0,0,7.081339712918661,NA,NA,1,10,10,0,0,8.405734678808765,10,10,NA,0,0,0,7.142857142857143,NA,NA,0,6.583285195486886,NA
Montenegro,MNE,5.26,4.25,0,0,NA,0,3.44824,4.093999999999999,NA,0,1.1722488038277508,NA,NA,1,0,0,0,0,6.707482156042336,3.04137323943662,5.5,NA,0,0,0,2.999999999999999,NA,NA,NA,NA,NA
Mongolia,MNG,4.1000000000000005,4.25,0,0,2.804615384615384,0,8.02684,2.0039999999999996,1.071365610468094,0,7.2009569377990434,NA,NA,3,0,0,0,0,4.941545655919272,3.5695422535211314,3.166666666666668,NA,0,0,0,5,6.666666666666667,NA,0,4.177729879106794,7.50993925787054
Mozambique,MOZ,8.379999999999999,10,0,0,2.4353846153846153,0,0.026680000000000703,0.05400000000000027,4.643934979550246,0,10,10,10,5,10,6.980254036652368,10,0,6.922840265813441,4.889964788732396,8,NA,0,0,0,10,NA,NA,7,NA,5.039911873795013
Mauritania,MRT,8.5,9.5,3.9983240049487145,10,5.319999999999999,0,0.4092400000000005,0.30799999999999983,3.322826885272491,0,8.133971291866029,NA,7,NA,0,0,0,0,7.1197391090327375,0,7.666666666666666,NA,0,0,0,8.285714285714285,NA,NA,7,NA,6.541025006827299
Mauritius,MUS,7.02,4.25,6.666666666674814e-4,6.666666666674814e-4,0.5446153846153852,0,0.23812000000000033,0,0.14091987868055966,0,1.794258373205741,NA,NA,3,0,NA,0,0,0.7451390598080252,3.5695422535211314,4.500000000000001,NA,0,0,10,2.8571428571428568,10,NA,0,8.834909439086914,NA
Malawi,MWI,8.4,9.25,0,0,5.015384615384615,0,0.015839999999998966,0.013999999999999346,7.620129224554481,0,10,NA,5,NA,0,6.312507220197167,0,0,7.630445483632787,2.2491197183098564,5.833333333333333,NA,0,0,0,9.857142857142858,NA,NA,3,NA,3.1620883927569565
Malaysia,MYS,1.5599999999999987,3,3.9439448070303538,8.534400790086101,0,0,8.637279999999999,3.46,3.1330888501105676,0,2.3444976076555024,NA,NA,NA,0,0,0,0,0,2.1610915492957696,6.500000000000001,NA,0,0,0,2.571428571428571,5.416666666666668,0,0,NA,7.499128929323544
Namibia,NAM,6.879999999999999,7.749999999999999,2.8879012754130358,3.8712904581757046,5.993846153846154,0,4.66872,6.296,6.902950291795072,0,9.282296650717706,NA,NA,3,0,0,0,0,2.5418410041841017,6.69454225352113,5.5,NA,0,0,0,7.857142857142858,NA,NA,7,NA,10
Niger,NER,7.56,10,0,0,6.938461538461539,0,0.01063999999999865,0,0.6595010359389537,0,10,10,7,NA,10,10,10,0,4.720034457297567,4.185739436619711,5.833333333333333,NA,0,0,7,10,NA,NA,7,NA,5.337934489394343
Nigeria,NGA,6.440000000000001,9.75,0.23895824942945332,4.82051282051282,5.287692307692307,0,0.008040000000001157,0.006000000000000227,6.539848730470283,10,8.492822966507179,10,8,5,10,10,6.099471707998688,0,10,9.95158450704226,5,NA,0,0,0,7.142857142857143,NA,10,7,10,10
Nicaragua,NIC,5.38,6.499999999999999,2.4223581720322276,0.5128205128205128,9.71076923076923,0,0.11299999999999955,0.04400000000000048,6.300664002558811,0,6.794258373205742,NA,NA,3,0,0,0,0,6.381368446960376,3.437500000000001,9.333333333333332,0,0,0,0,7.142857142857143,10,NA,7,NA,7.393771475263851
Netherlands,NLD,0,1.25,0,0,2.6769230769230763,0,7.369439999999999,1.468,8.699613382494643,0,0,NA,NA,3,0,0,0,0,0.45594388382968276,6.12235915492958,1.666666666666666,NA,0,0,0,0.2857142857142865,7.033333333333333,NA,3,NA,NA
Norway,NOR,1.0800000000000018,0,0,0,2.8769230769230774,0,3.4509599999999994,0.10599999999999987,3.8379291462456457,0,0,NA,NA,3,0,0,0,0,0.9051193699237032,5.330105633802816,0,NA,0,0,0,0.2857142857142865,2.5733333333333333,NA,3,NA,NA
Nepal,NPL,6.9799999999999995,7.749999999999999,0,5.119960356298839,0.5446153846153852,0,10,10,5.786074364205672,0,9.043062200956939,NA,NA,3,0,0,0,0,4.984617277873493,9.071302816901419,8,NA,0,0,7,8,NA,NA,0,NA,NA
Nauru,NRU,9.84,8,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,2.999999999999999,NA,0,0,10,5.428571428571428,NA,NA,NA,NA,NA
New Zealand,NZL,3.1999999999999993,0.25,6.666666666674814e-4,6.666666666674814e-4,6.473846153846154,0,0.009479999999999933,0,0,0,1.8421052631578938,NA,NA,NA,0,NA,0,0,0.2898104848634002,2.469190140845079,5.833333333333333,NA,0,0,0,0.5714285714285712,9.509999999999996,NA,0,NA,NA
Oman,OMN,5.38,2.5,1.7354552482544587,1.39730400110831,1.2661538461538466,0,5.7930399999999995,3.58,4.460324148955447,0,3.2296650717703344,NA,NA,3,0,NA,0,0,3.335589465911889,2.4691901408450745,6.666666666666667,NA,0,0,7,2.7142857142857144,NA,NA,7,NA,NA
Pakistan,PAK,6.9,8.25,0,0,2.0430769230769226,0,0.5257199999999997,0.6699999999999999,7.393661205659452,0,6.626794258373206,NA,NA,5,0,6.591852508018096,0,0,9.014890475018463,5.902288732394357,10,NA,0,0,7,7.571428571428571,6.100000000000003,0,0,NA,NA
Panama,PAN,5.26,4.25,1.4675473287894967,1.5893563466378993,1.8276923076923062,0,4.5518,3.112,5.118547217779956,0,5.095693779904306,NA,NA,1,0,0,0,0,0.7943637706128488,2.2491197183098564,8.666666666666668,NA,0,0,0,3.428571428571429,10,NA,0,NA,7.23081633583
Peru,PER,4.159999999999999,5.75,0,0,1.4738461538461536,0,6.6617999999999995,10,8.056488736356046,0,6.650717703349283,NA,NA,NA,0,0,0,0,0.5790056608417444,10,10,NA,0,0,0,4.714285714285714,10,0,0,4.8554941813151045,5.643282302895732
Philippines,PHL,4.4799999999999995,6.75,0,0,3.309230769230769,0,1.83948,1.9239999999999995,4.298798732901032,0,7.2009569377990434,NA,NA,NA,0,0.828442659249939,3.783154163482161,0,5.310730986955455,0.44454225352112253,10,NA,0,0,0,5.428571428571428,10,7,7,8.779659816196988,5.541620442109698
Palau,PLW,9.620000000000001,4.75,NA,NA,NA,0,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,3.666666666666667,NA,0,0,0,4,NA,NA,NA,NA,NA
Papua New Guinea,PNG,8.44,9.25,0,0,4.663076923076924,0,0.32251999999999903,0.2560000000000002,3.1756168664199294,0,10,NA,NA,NA,10,NA,0,0,5.790671917302489,8.631161971830995,9.5,NA,0,0,7,8.857142857142858,NA,NA,7,6.992314293271019,NA
Poland,POL,2.92,2.75,0,0,1.970769230769232,0,1.2533200000000004,7.096,9.013790381030788,0,0.7894736842105257,NA,NA,3,0,0,0,0,2.0619000738370685,0.4445422535211172,2.166666666666667,NA,0,0,0,0.8571428571428559,10,0,3,9.768769309634255,7.45598216965171
Korea DPR,PRK,0,6.75,NA,NA,NA,0,NA,NA,NA,0,8.636363636363637,NA,NA,NA,0,10,0,0,10,6.430457746478879,7,NA,0,0,0,9,NA,NA,NA,NA,NA
Portugal,PRT,1.9400000000000013,2,1.6016708702231455,0,1.443076923076923,0,1.8364399999999996,0.2240000000000002,3.47557181428948,0,0,NA,NA,3,0,0,0,0,2.8679547132660623,10,4,NA,0,0,0,1.1428571428571423,5.54,NA,0,NA,NA
Paraguay,PRY,6.859999999999999,4,1.7245516155997205,1.9593705470726785,5.304615384615384,0,10,10,7.737611829882683,0,5.287081339712919,NA,NA,1,0,10,0,0,4.320083682008368,2.205105633802823,2.666666666666666,NA,0,0,0,5.142857142857143,2.973333333333331,NA,0,2.5814272562662763,7.25
Qatar,QAT,5.76,3.25,0,0,0,0,4.403160000000001,1.2899999999999991,7.367590666660302,0,0,NA,NA,1,0,NA,0,0,2.720280580851588,0.09242957746478986,0.8333333333333339,NA,0,0,0,1.7142857142857153,NA,10,3,NA,NA
Romania,ROU,4.840000000000001,4.25,0,0,3.092307692307692,0,0.7553599999999996,5.258,6.266211722137218,0,2.464114832535885,NA,NA,NA,0,NA,0,0,4.46160472557224,2.1610915492957696,5.166666666666666,NA,0,0,7,2.428571428571429,10,0,3,7.458206085931686,7.01427236599065
Russian Federation,RUS,5.140000000000001,3,0.19097607006373707,0.3892430382496599,5.5369230769230775,0,2.3269200000000003,5.084,5.350550292635882,0,2.5837320574162685,NA,NA,3,0,0,0,0,5.046148166379526,5.726232394366193,7.833333333333334,NA,0,0,0,2.2857142857142856,3.333333333333334,NA,0,NA,7.496295968926522
Rwanda,RWA,7.16,7.5,0,0.5128205128205146,2.6276923076923078,0,0.13851999999999975,0.04400000000000048,3.9716295653746325,0,9.066985645933016,NA,NA,5,0,6.591083634586898,0,0,5.64915087373862,8.19102112676057,4.166666666666666,NA,0,0,0,8.857142857142858,NA,NA,0,NA,0.12399341901250693
Saudi Arabia,SAU,4.140000000000001,2,0.7486256428275979,0.43229497774952463,2.5323076923076924,0,1.377760000000002,0.7799999999999994,4.042536313433248,10,2.392344497607656,NA,NA,5,0,0,0,0,2.135737140044304,1.8529929577464799,3.5,NA,7,0,0,1.8571428571428577,NA,7,3,NA,NA
Sudan,SDN,8.76,9.5,0,4.732229795520934,3.798461538461538,0,0,0.20800000000000018,6.150409240897918,0,10,10,8,NA,10,10,0,0,10,3.261443661971848,5.333333333333334,NA,5,0,0,8.428571428571429,9.666666666666663,NA,7,NA,10
Senegal,SEN,6.42,7.749999999999999,0.20164175415316876,0.03205128205128105,6.843076923076923,0,0.09796000000000049,0.13599999999999923,4.3165322928034175,10,7.392344497607657,NA,NA,1,0,10,0,0,2.572606448437117,7.4427816901408494,5.833333333333333,NA,0,0,0,9.142857142857144,NA,NA,7,10,4.381737648793482
Singapore,SGP,2.26,1.25,2.0081969945464495,0.5128205128205128,1.04153846153846,0,0.20511999999999908,0,0,0,0,NA,NA,3,0,NA,0,0,0,5.11003521126761,0,NA,0,0,0,0.2857142857142865,2.5,NA,3,NA,NA
Solomon Islands,SLB,9.86,9,NA,NA,9.63076923076923,0,0,0,6.662816505023201,0,9.138755980861246,NA,NA,NA,10,NA,0,0,NA,NA,8,NA,0,0,0,8.285714285714285,NA,NA,7,7.239369982764835,NA
Sierra Leone,SLE,6.359999999999999,10,6.666666666674814e-4,6.666666666674814e-4,4.967692307692308,0,0.012879999999999114,0,1.7089330525456852,0,9.641148325358854,10,NA,NA,0,0,0,0,7.661210927885802,4.449823943661971,4.833333333333333,NA,0,0,0,9.857142857142858,NA,NA,7,NA,10
El Salvador,SLV,5.159999999999999,5.5,1.3030829343344195,0.6473227345089967,6.490769230769231,0,1.1822800000000004,1.3659999999999997,5.39267902100252,0,4.976076555023924,10,NA,3,0,2.424701835568052,9.128624175582221,0,2.6895151365985734,4.669894366197189,9.166666666666666,NA,0,0,0,6.2857142857142865,8.85666666666667,NA,0,3.6150431860060905,6.3078316562324
Somalia,SOM,10,10,0,0,6.875384615384615,0,0.01904000000000039,0.018000000000000682,8.443408955110762,0,10,10,10,NA,10,0,10,10,10,9.511443661971825,9.833333333333334,0,7,10,0,9,NA,NA,7,NA,NA
Serbia,SRB,3.540000000000001,4.25,0,0,1.970769230769232,0,2.1531600000000006,3.5280000000000005,10,0,3.8995215311004783,NA,NA,3,0,0,0,0,5.329190253507265,4.669894366197179,5.833333333333333,NA,0,0,0,2.2857142857142856,8.249999999999998,10,0,NA,NA
South Sudan,SSD,9.66,10,6.666666666674814e-4,6.666666666674814e-4,3.8307692307692314,0,0.018360000000001264,0,6.70281586511475,0,10,10,8,NA,10,5.017327021695882,0,10,NA,NA,5,NA,5,0,NA,10,NA,NA,7,10,10
Sao Tome and Principe,STP,10,7.749999999999999,6.666666666674814e-4,6.666666666674814e-4,NA,0,0.10427999999999926,2.6080000000000005,NA,0,8.205741626794259,NA,NA,NA,0,NA,0,0,6.479817868570025,4.185739436619711,0.5,NA,0,0,0,8.857142857142858,NA,NA,NA,NA,10
Suriname,SUR,6.699999999999999,4,5.6463601393890634,10,2.2430769230769236,0,10,10,1.073457915433183,0,5.526315789473685,NA,NA,NA,0,0,0,0,9.525596849618509,2.249119718309867,4.833333333333333,NA,0,0,0,4.857142857142857,7.573333333333334,NA,0,NA,NA
Slovakia,SVK,4.420000000000001,3.25,0,0,2.4523076923076914,0,0.997440000000001,2.5120000000000005,10,0,0.8612440191387556,NA,NA,3,0,0,0,0,1.7603987201575197,3.5695422535211314,2.999999999999999,NA,0,0,0,1.1428571428571423,6.750000000000001,NA,3,NA,NA
Slovenia,SVN,0.5599999999999987,1.75,0,0,2.9169230769230765,0,5.5990400000000005,2.8859999999999992,10,0,0.21531100478468979,NA,NA,3,0,0,0,0,1.858848141767167,0,4,NA,0,0,0,0.2857142857142865,10,NA,0,NA,NA
Sweden,SWE,0,0.5,0,0,3.1969230769230776,0,7.52528,2.83,8.972032584053109,0,1.555023923444974,NA,NA,3,0,0,0,0,0,6.914612676056348,0.16666666666666607,NA,0,0,0,0.4285714285714288,6.340000000000001,NA,3,NA,NA
Eswatini,SWZ,7.779999999999999,8.25,6.666666666674814e-4,6.666666666674814e-4,2.596923076923078,0,0.2118000000000002,0,3.507248424848508,0,7.91866028708134,NA,NA,3,0,NA,0,0,6.147551070637464,3.6575704225351977,2.5,NA,0,0,0,7.857142857142858,NA,NA,0,NA,7.674712217843496
Seychelles,SYC,7.620000000000001,5,0,7.692307692307694,1.4107692307692314,0,10,10,10,0,2.2009569377990426,NA,NA,NA,0,NA,0,0,4.461604725572239,7.970950704225362,2.999999999999999,NA,0,0,0,2.2857142857142856,0,NA,3,NA,NA
Syria,SYR,10,6.75,0,0,5.704615384615384,0,0.13907999999999987,0.5560000000000009,6.031272329285349,0,6.172248803827751,10,NA,NA,10,0,0,10,10,10,7.833333333333334,NA,0,0,7,10,NA,NA,7,NA,NA
Chad,TCD,8.24,10,0,0,7.82,0,0.0027999999999988034,0,0.8304423245814938,0,10,NA,7,NA,10,10,10,0,6.1783165148904775,7.310739436619729,5.333333333333334,NA,0,0,7,10,NA,NA,7,10,6.8714623115785045
Togo,TGO,7.5,9.75,0,0,4.470769230769232,0,0.05519999999999925,0,6.2909670981753685,10,8.684210526315791,NA,NA,1,0,0,0,0,5.636844696037413,2.4691901408450745,3.333333333333334,NA,0,0,7,8.857142857142858,NA,NA,3,NA,4.583827125049993
Thailand,THA,0,4.5,4.3080868999707995,1.0720158525135268,3.8138461538461534,0,1.9398400000000002,0.8879999999999999,3.9355759213498773,0,3.5645933014354068,NA,NA,1,0,0.6129129369684456,0,0,2.2587989170563647,2.9093309859154894,8.666666666666668,NA,0,0,0,2.999999999999999,0,0,0,NA,NA
Tajikistan,TJK,7.540000000000001,5.75,6.666666666674814e-4,6.666666666674814e-4,8.10923076923077,0,0,0,6.455364171369279,0,5.90909090909091,NA,NA,NA,0,9.267577050438367,0,0,10,5.990316901408464,8,NA,0,0,7,6.2857142857142865,NA,NA,7,7.552487782069614,6.9300907687216995
Turkmenistan,TKM,7.64,3.25,NA,NA,3.8138461538461534,0,NA,NA,NA,0,3.277511961722488,NA,NA,NA,0,NA,0,0,10,2.4251760563380405,4.500000000000001,NA,0,0,7,2.1428571428571432,NA,NA,7,NA,NA
Timor-Leste,TLS,8.8,8.75,2.4577332329500035,3.3857516790779787,1.9153846153846157,0,5.79904,0.8659999999999997,0,0,9.306220095693782,NA,NA,1,10,NA,0,0,1.957297563376816,5.550176056338034,5.999999999999999,NA,0,0,10,7.285714285714286,NA,NA,7,NA,NA
Tonga,TON,8.98,5,NA,NA,7.227692307692307,0,NA,NA,NA,0,4.521531100478469,NA,NA,NA,0,NA,0,0,NA,NA,7,0,0,0,0,7.428571428571429,NA,NA,7,NA,NA
Trinidad and Tobago,TTO,6.68,4.5,3.7487132628700923,6.420961975804824,3.2692307692307683,0,10,10,0.27839277991782474,0,2.8947368421052637,NA,NA,NA,0,0.21832692915526408,0,0,3.8893674624661614,3.349471830985914,3.666666666666667,NA,0,0,0,2.8571428571428568,NA,NA,0,NA,NA
