"","Countryname","Country","D_WB_external_debt_distress","D_overall_debt_distress","D_debt_date","D_WB_external_debt_distress_norm","D_IMF_debt2017","D_IMF_debt2018","D_IMF_debt2019","D_IMF_debt2020","D_IMF_debt2021","D_IMF_debt2020.2019","D_IMF_debt2020.2019_norm","D_fiscalgdpnum","D_fiscalgdpnum_norm","D_EconomicSupportIndexForDisplay_norm","D_fiscal","D_ratecut","D_reserve_req","D_macrofin","D_othermonetary","D_bopgdp","D_otherbop","D_CESI_Index","D_CESI_Index_norm","D_CPIA.scores","D_CPIA.scores_norm"
"101","Liberia","LBR","Moderate","High","Jun-20",7,-4.792,-5.099,-5.4,-5.2,-4.1,0.1,0,NA,NA,10,1.89323401613904,16.6666666666667,0,0,1,0,0,-1.47275079942894,9.646282963905,3,9.52380952380952
"102","Libya","LBY",NA,NA,NA,NA,-43.464,-0.194,8.8,-7.2,-19.1,-16,10,1,9.38628158844765,10,1.694,0,0,0,0,0,0,-3.7005256646894,10,NA,NA
"103","Saint Lucia","LCA",NA,NA,NA,NA,-2.215,-0.997,-2.2,-8.2,-3.3,-6,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,2.38095238095238
"104","Liechtenstein","LIE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","Sri Lanka","LKA",NA,NA,NA,NA,-5.503,-5.296,-6.8,-9.4,-8.3,-2.7,5.4,0.1,10,5,0.36,28.7179487179487,37.5,1,1,0.434258666174507,1,0.581253291636473,5.34774666003342,3.5,7.14285714285714
"106","Lesotho","LSO","Moderate","Moderate","Jul-20",7,-4.034,-4.444,-3.8,-2,-7,1.8,0,2,8.66425992779783,10,5.85714285714286,44,0,0,1,0,0,-0.689336784872562,8.00678594577315,3.5,7.14285714285714
"107","Lithuania","LTU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.49819494584838,2.5,20.5811108721342,0,100,17.9297708842117,1,0,0,1.84162987052514,2.71008176712068,NA,NA
"108","Luxembourg","LUX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,0,0,19.0093374152635,0,0,20.24,1,0,0,-0.181854604471124,6.94474785855007,NA,NA
"109","Latvia","LVA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1.44404332129964,0,14.6740432976164,0,0,19.0914196033671,1,0,0,-0.445151003657353,7.49576386455696,NA,NA
"110","Morocco","MAR",NA,NA,NA,NA,-3.493,-3.736,-4.1,-7.1,-4.5,-3,6,2.7,8.15884476534296,2.5,3,33.3333333333333,0,4.52661290322581,1,3,1,0.931038452694626,4.61573048737618,NA,NA
"111","Moldova Republic of","MDA","Low","Low","Apr-20",3,-0.807,-1.057,-1.5,-5.5,-3.3,-4,8,NA,NA,6.25,2.4,50,-7.68799102132436,0,1,0,0,-0.89219373236285,8.43131672303527,4.5,2.38095238095238
"112","Madagascar","MDG","Moderate","Moderate","Jul-20",7,-2.103,-1.329,-1.4,-4,-4.8,-2.6,5.2,NA,NA,5,3.44434782608696,0,0,1.2,1,0,1,-0.756579609875094,8.14750899774056,4,4.76190476190476
"113","Maldives","MDV","High","High","Apr-20",10,-6.344,-5.232,-5.6,-12,-6.4,-6.4,10,2.8,8.08664259927798,NA,2.8,0,50,0,1,9.50570342205323,1,2.9384334290871,0.414735844879289,3.5,7.14285714285714
"114","Mexico","MEX",NA,NA,NA,NA,-1.064,-2.201,-2.3,-4.2,-2.2,-1.9,3.8,1.5,9.02527075812274,2.5,1.2,39.2857142857143,15,5.85102040816327,1,9.61915227629513,1,3.24332043887308,0,NA,NA
"115","Marshall Islands","MHL","High","…","Sep-18",10,4.393,2.538,2,0.3,-0.3,-1.6,3.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.52380952380952
"116","North Macedonia","MKD",NA,NA,NA,NA,-2.74,-1.763,-2,-6.5,-3.1,-4.6,9.2,NA,NA,NA,1.2,25,0,0,1,0,1,-0.382811923063957,7.36530316964096,NA,NA
"117","Mali","MLI","Moderate","Moderate","Apr-20",7,-2.862,-4.77,-1.7,-5.8,-3.3,-4.1,8.2,0.5,9.74729241877256,10,0.6,15.5555555555556,0,1.4,1,0,0,-1.5076484432374,9.7193153349128,4,4.76190476190476
"118","Malta","MLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7.22021660649819,NA,17.9710508549297,0,0,23.34,1,0,0,-0.114462229337285,6.80371183414436,NA,NA
"119","Myanmar","MMR","Low","Low","Jun-20",3,-2.739,-3.013,-3.5,-4.7,-4.6,-1.2,2.4,NA,NA,2.5,1.5152892687214,37.5,30,0,1,0,0,-0.437249262870349,7.47922742249997,3.5,7.14285714285714
"120","Montenegro","MNE",NA,NA,NA,NA,-6.914,-6.541,-3.6,-10.8,-2.8,-7.3,10,NA,NA,NA,8.81231563421829,0,26.6666666666667,3.04516961651917,1,0,0,-0.819090641386573,8.27832954455124,NA,NA
"121","Mongolia","MNG",NA,NA,NA,NA,-3.784,2.93,1.3,-5.3,-3.8,-6.6,10,0.04,10,2.5,9.54,18.1818181818182,19.047619047619,1,1,0,1,0.318775894997791,5.89704869078636,3.5,7.14285714285714
"122","Mozambique","MOZ","In distress","In distress","Apr-20",10,-2.923,-6.906,-0.2,-7.7,-6.1,-7.6,10,0.5,9.74729241877256,10,4.96246179494304,19.6078431372549,7.8525641025641,3.47318699638789,1,0,1,-0.0139785123578433,6.59342359408538,3.5,7.14285714285714
"123","Mauritania","MRT","High","High","Sep-20",10,0.534,3.421,2.8,-2.6,-0.2,-5.4,10,1.1,9.31407942238267,10,5,25.4273504273504,28.5714285714286,0,0,0,0,-2.41002774127404,10,3.5,7.14285714285714
"124","Mauritius","MUS",NA,NA,NA,NA,-1.421,-2.344,-6.5,-10.6,-5.9,-4.1,8.2,2.1,8.59205776173285,5,3.42,44.7761194029851,11.1111111111111,17.0017090425159,1,2.29039714225678,1,1.69870717290813,3.00918458148524,NA,NA
"125","Malawi","MWI","Moderate","High","May-20",7,-7.326,-5.503,-6.4,-6.3,-5.2,0.1,0,0.85,9.49458483754513,3.75,0.85,50,25,0,1,0,0,-0.305775883192774,7.20408527551252,3.5,7.14285714285714
"126","Malaysia","MYS",NA,NA,NA,NA,-2.413,-3.308,-3.2,-4.2,-3.6,-1,2,2,8.66425992779783,2.5,5,36.3636363636364,33.3333333333333,4.8,1,0,0,-0.0322380719425523,6.63163645846525,NA,NA
"127","Namibia","NAM",NA,NA,NA,NA,-5,-5.314,-4.7,-7,-7.2,-2.3,4.6,4.25,7.03971119133574,10,4.25,40,100,0.0265625,1,0,0,1.17859843383199,4.09764701766276,NA,NA
"128","Niger","NER","Moderate","Moderate","Apr-20",7,-4.122,-3.005,-3.6,-4.2,-3.3,-0.6,1.2,18.4,0,10,2.53131519518228,17.2413793103448,0,2.7,1,0,0,-1.32391015651895,9.33479531408813,4,4.76190476190476
"129","Nigeria","NGA",NA,NA,NA,NA,-5.4,-4.306,-5,-6.4,-5.8,-1.4,2.8,1.6,8.95306859205776,10,1.78090600457291,14.8148148148148,0,4.6793614052846,1,0,1,-0.389958239708352,7.38025869074655,3,9.52380952380952
"130","Nicaragua","NIC","Moderate","Moderate","Feb-20",7,-1.576,-3.192,-0.4,-4.4,-5.2,-4,8,NA,NA,10,0,22.5,70,0,1,0,0,-0.0204792595123464,6.60702809359318,4,4.76190476190476
"131","Netherlands","NLD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.49819494584838,3.75,16.7093374152635,0,33.3333333333333,22.44,1,0,0,0.464848513071692,5.5913538508766,NA,NA
"132","Norway","NOR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,6.13718411552347,5,5.5,100,60,0,1,7.18344359919258,0,3.79128656165848,0,NA,NA
"133","Nepal","NPL","Low","Low","May-20",3,-3.094,-6.651,-4.6,-6,-5,-1.4,2.8,NA,NA,5,4,50,25,0,1,0,1,0.800395372404932,4.88913501754124,3,9.52380952380952
"134","Nauru","NRU",NA,NA,NA,NA,21.385,32.485,16.1,5.3,2.5,-10.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","New Zealand","NZL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3,0,1.25,10.9086956521739,75,33.3333333333333,29.279711707454,1,14.7690853505442,0,6.32065691729006,0,NA,NA
"136","Oman","OMN",NA,NA,NA,NA,-13.959,-7.944,-7,-16.9,-14.8,-10,10,NA,NA,7.5,-5,60,40,26.2371179535048,1,0,0,0.931336581089202,4.6151065763855,NA,NA
"137","Pakistan","PAK",NA,NA,NA,NA,-5.759,-6.422,-8.8,-9.2,-6.5,-0.3,0.6,2,8.66425992779783,2.5,5.04917181145385,47.1698113207547,40,4.25193415701377,1,0,1,1.2623324868099,3.92241179385697,3.5,7.14285714285714
"138","Panama","PAN",NA,NA,NA,NA,-2.163,-3.185,-3.1,-6.2,-2.5,-3.1,6.2,3.5,7.5812274368231,2.5,6.79496906735146,0,0,3.67795027430839,1,0,0,-1.43873868286226,9.5751037883282,NA,NA
"139","Peru","PER",NA,NA,NA,NA,-2.935,-2.001,-1.4,-7.1,-2.6,-5.7,10,7,5.05415162454874,2.5,6,88.8888888888889,0,8.8,1,0.4,0,0.73191158809925,5.03245509871585,NA,NA
"140","Philippines","PHL",NA,NA,NA,NA,-0.39,-1.629,-1.9,-3.4,-2.7,-1.4,2.8,3.1,7.87003610108303,2.5,3.3,43.75,14.2857142857143,2.2,1,0,1,0.498848751246119,5.52019953391648,NA,NA
"141","Palau","PLW",NA,NA,NA,NA,4.852,6.116,1.9,-5,-2.5,-6.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","Papua New Guinea","PNG","High","High","Jun-20",10,-2.475,-2.588,-4.1,-5,-3.9,-0.8,1.6,4,7.22021660649819,2.5,8.09768092593378,40,30,1.78064187900114,1,0,1,0.964405297233316,4.54590171088099,3,9.52380952380952
"143","Poland","POL",NA,NA,NA,NA,-1.459,-0.238,-0.7,-6.7,-3.5,-6,10,4.6,6.7870036101083,2.5,12.2093374152635,93.3333333333333,85.7142857142857,12.4,1,0,0,2.90632641857473,0.481928091913531,NA,NA
"144","Korea DPR","PRK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","Portugal","PRT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5,6.85920577617328,5,13.0593374152635,0,0,21.44,1,0,0,-0.435907080748317,7.47641855829028,NA,NA
"146","Paraguay","PRY",NA,NA,NA,NA,-0.882,-1.65,-3.9,-5.1,-3.7,-1.2,2.4,2.5,8.30324909747292,7.5,2.5,62.8472222222222,35,3.09475855970919,0,0.672987178857395,0,-1.29221847514857,9.26847225100668,NA,NA
"147","Qatar","QAT",NA,NA,NA,NA,-2.937,5.178,4.1,5.3,1.4,1.2,0,13,0.722021660649819,3.75,14,47.0588235294118,0,12,1,0,0,0.250907485497496,6.03908094057206,NA,NA
"148","Romania","ROU",NA,NA,NA,NA,-2.832,-2.819,-4.6,-8.9,-7,-4.3,8.6,2,8.66425992779783,1.25,9.3093374152635,40,0,7.01730496396404,1,0,0,-0.329153360292925,7.25300870971844,NA,NA
"149","Russian Federation","RUS",NA,NA,NA,NA,-1.469,2.91,1.9,-4.8,-3,-6.8,10,3.4,7.65342960288809,6.25,3.4,29.1666666666667,0,0.921489621489622,1,0,1,-0.147198259095741,6.87222046709862,NA,NA
"150","Rwanda","RWA","Moderate","Moderate","Jun-20",7,-2.548,-2.607,-5.2,-8.1,-4.6,-2.9,5.8,3.3,7.72563176895307,2.5,3.3,10,20,0.5,1,0,0,-1.11796998123982,8.90381208298666,4,4.76190476190476
"151","Saudi Arabia","SAU",NA,NA,NA,NA,-9.236,-5.871,-4.5,-12.6,-9,-8.1,10,2.8,8.08664259927798,3.75,-2.1892,63.4920634920635,0,6.98,1,0,0,-0.409896527174561,7.42198472862707,NA,NA
"152","Sudan","SDN","In distress","…","Dec-17",10,-6.473,-7.877,-10.8,-16.9,-20.6,-6.1,10,NA,NA,7.5,5.83033718783403,0,0,0,1,0,0,-1.62960306652026,9.97453701528174,1.5,10
"153","Senegal","SEN","Moderate","Moderate","Apr-20",7,-2.969,-3.644,-3.9,-5.6,-3.3,-1.8,3.6,7,5.05415162454874,2.5,5.72935196950445,17.2413793103448,0,3.27064803049555,1,0,0,-1.14037516813325,8.95070074775387,4,4.76190476190476
"154","Singapore","SGP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,0,0,19.9359083616727,0,0,4.23399805750121,1,16.2325804121452,0,3.95469926654523,0,NA,NA
"155","Solomon Islands","SLB","Moderate","Moderate","Jun-20",7,-4.478,0.676,-2.7,-7.3,-7.8,-4.6,9.2,2.6,8.23104693140794,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,7.14285714285714
"156","Sierra Leone","SLE","High","High","Jun-20",10,-8.782,-5.613,-2.9,-5.6,-5.4,-2.7,5.4,7.5,4.69314079422383,10,6.17589416952474,12.8787878787879,0,1.28535031847134,1,0,0,-1.28765500056776,9.2589219968262,3.5,7.14285714285714
"157","El Salvador","SLV",NA,NA,NA,NA,-2.392,-2.506,-2.9,-8.6,-4.6,-5.6,10,NA,NA,2.5,1.34320911847104,0,30.6818181818182,2.49453122001765,1,0,0,-1.13586710423893,8.94126645480665,NA,NA
"158","Somalia","SOM","In distress","In distress","Mar-20",10,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,10
"159","Serbia","SRB",NA,NA,NA,NA,1.372,0.812,0,-7,-0.3,-7,10,7,5.05415162454874,3.75,8.20461538461538,44.4444444444444,0,7.15142911229887,1,0,1,0.662207555669111,5.17832886558444,4,4.76190476190476
"160","South Sudan","SSD","In distress","In distress","Jun-19",10,3.311,-0.643,-0.3,-2.7,-1.2,-2.4,4.8,0.1,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,10
"161","Sao Tome and Principe","STP","In distress","In distress","Jul-20",10,-2.689,-1.883,-1.8,-4.5,-1.9,-2.7,5.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.52380952380952
"162","Suriname","SUR",NA,NA,NA,NA,-8.83,-7.095,-8.5,-6.9,-9.9,1.6,0,NA,NA,5,0.17111027932073,0,21.4285714285714,0,1,0,0,-1.47962338973969,9.66066564166153,NA,NA
"163","Slovakia","SVK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,8.44765342960289,1.25,9.2093374152635,0,50,19.04,1,0,0,0.293638603006626,5.94965499409173,NA,NA
"164","Slovenia","SVN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,8.51985559566787,2.5,22.3221157880522,0,0,19.6627130036562,1,0,0,-0.0368950073048149,6.64138230357167,NA,NA
"165","Sweden","SWE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2.88808664259928,3.75,19.0593374152635,86.6666666666667,100,26.9393434657582,1,11.3573983986068,0,7.25672009759836,0,NA,NA
"166","Eswatini","SWZ",NA,NA,NA,NA,-7.014,-11.159,-8,-8.9,-7.6,-0.9,1.8,2,8.66425992779783,7.5,1.88,42.3076923076923,17.8787878787879,0,1,0,0,-0.562717303963044,7.74180184090478,NA,NA
"167","Seychelles","SYC",NA,NA,NA,NA,0.483,0.194,0.9,-14.1,-5.7,-15,10,5,6.49819494584838,3.75,5,40,0,7.93607075173721,1,0,0,-0.511233745050979,7.63405914068395,NA,NA
"168","Syria","SYR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","Chad","TCD","High","High","Jul-20",10,-0.231,1.936,-0.2,-0.4,-2.2,-0.3,0.6,0.8,9.53068592057762,7.5,4.04197357705185,11.9047619047619,0,0.693753204838175,1,0,0,-1.43905384836566,9.57576335388798,3.5,7.14285714285714
"170","Togo","TGO","Moderate","High","Apr-20",7,-0.277,-0.775,2.1,-4.1,-1.6,-6.2,10,3,7.94223826714801,2.5,6.08095238095238,15.5555555555556,0,5.3,1,0,0,-1.08015858707098,8.82468193361561,4,4.76190476190476
"171","Thailand","THA",NA,NA,NA,NA,-0.425,0.064,-0.8,-3.4,-1.7,-2.6,5.2,9.6,3.17689530685921,0,9.6,60,50,5.80918191753567,1,0,1,2.02943118975476,2.31705879694502,NA,NA
"172","Tajikistan","TJK","High","High","May-20",10,-5.965,-2.781,-2.1,-6.4,-3,-4.3,8.6,NA,NA,5,2.32458292443572,15.6862745098039,0.555555555555556,0,1,0,1,-0.513476416833056,7.63875251306566,4,4.76190476190476
"173","Turkmenistan","TKM",NA,NA,NA,NA,-2.838,-0.215,-0.3,-2.3,-0.5,-2,4,NA,NA,10,0,0,0,0,0,0,1,-2.83894294765668,10,NA,NA
"174","Timor-Leste","TLS","Low","Low","May-19",3,-33.384,-28.015,-32.1,-27.5,-38.9,4.5,0,10,2.88808664259928,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.52380952380952
"175","Tonga","TON","High","…","Jan-18",10,3.242,2.819,1,-2.4,-1.5,-3.4,6.8,5.3,6.28158844765343,NA,5.3,0,0,4,1,0,0,-1.50177669020642,9.70702716874953,3.5,7.14285714285714
"176","Trinidad and Tobago","TTO",NA,NA,NA,NA,-11.083,-5.991,-3.7,-10.9,-7.6,-7.2,10,NA,NA,10,4.99358108108108,30,17.6470588235294,0,1,0,1,0.274270091463326,5.99018862807181,NA,NA
"177","Tunisia","TUN",NA,NA,NA,NA,-5.94,-4.578,-3.9,-4.3,-2.5,-0.4,0.800000000000001,2,8.66425992779783,2.5,1.8,19.3548387096774,0,0.994010120830321,1,0,0,-1.38167609739053,9.45568552800927,NA,NA
"178","Turkey","TUR",NA,NA,NA,NA,-2.199,-3.666,-5.3,-7.5,-6.7,-2.2,4.4,2,8.66425992779783,1.25,3.78,4.65116279069767,13.1578947368421,8.8,1,4.03225806451613,1,1.09051884872311,4.28197639454538,NA,NA
"179","Tuvalu","TUV","High","…","Jul-18",10,3.213,32.038,-8.6,-25.5,-18.5,-16.9,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9.52380952380952
"180","Tanzania","TZA","Low","…","Jan-18",3,-1.158,-1.933,-2.9,-3.8,-4.4,-0.9,1.8,0.01,10,10,0.674498585754693,28.5714285714286,14.2857142857143,0,1,0,0,-0.989765981461594,8.63551196141174,4.5,2.38095238095238
"181","Uganda","UGA","Low","Low","May-20",3,-3.21,-3.802,-6.7,-6.8,-6.6,-0.1,0.199999999999999,1,9.38628158844765,5,1.97848511641615,22.2222222222222,0,0,1,1.44857058650162,1,0.017393527355944,6.52776946407522,4,4.76190476190476
"182","Ukraine","UKR",NA,NA,NA,NA,-2.191,-2.151,-2,-8.2,-5.3,-6.2,10,NA,NA,6.25,1.9463986276687,45.4545454545455,5,3.5,1,0.332444598107725,1,0.424732762930475,5.67530646279648,NA,NA
"183","Uruguay","URY",NA,NA,NA,NA,-2.705,-2.025,-2.9,-4.7,-3.8,-1.8,3.6,0.7,9.6028880866426,1.25,1.4,0,52.1753246753247,1.5354317567342,1,0,1,0.214100068597952,6.11611000710734,NA,NA
"184","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,3.75,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"185","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"186","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"187","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"188","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"189","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"190","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"191","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"192","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"193","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"194","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"195","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"196","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"197","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"198","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"199","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"200","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"201","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"202","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"203","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"204","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"205","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"206","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"207","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"208","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"209","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"210","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"211","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"212","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"213","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"214","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"215","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"216","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"217","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"218","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"219","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"220","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"221","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
"222","United States of America","USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2.16606498194946,NA,14.1277767407131,100,0,10.7336195631884,1,0,0,1.33812011443473,3.76380652615244,NA,NA
