"","Countryname","Country","EMERGING_RISK_HEALTH_AV","EMERGING_RISK_MACRO_FISCAL_AV","EMERGING_RISK_FRAGILITY_INSTITUTIONS_AV","OVERALL_HEALTH_AV","OVERALL_FOOD_SECURITY_AV","OVERALL_MACRO_FISCAL_AV","OVERALL_SOCIOECONOMIC_VULNERABILITY_AV","OVERALL_NATURAL_HAZARDS_AV","OVERALL_FRAGILITY_INSTITUTIONS_AV","OVERALL_FLAGS_AV","OVERALL_FLAGS_AV_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL_SQ","EMERGING_RISK_HEALTH_SQ_ALT","OVERALL_HEALTH_FILTER_10","OVERALL_FOOD_SECURITY_FILTER_10","OVERALL_MACRO_FISCAL_FILTER_10","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_10","OVERALL_NATURAL_HAZARDS_FILTER_10","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_10","OVERALL_FLAGS_FILTER_10","OVERALL_FLAGS_FILTER_10_MED","OVERALL_HEALTH_FILTER_7","OVERALL_FOOD_SECURITY_FILTER_7","OVERALL_MACRO_FISCAL_FILTER_7","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7","OVERALL_NATURAL_HAZARDS_FILTER_7","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7","OVERALL_FLAGS_FILTER_7","OVERALL_FLAGS_FILTER_7_MED","OVERALL_HEALTH_FILTER_7_5","OVERALL_FOOD_SECURITY_FILTER_7_5","OVERALL_MACRO_FISCAL_FILTER_7_5","OVERALL_SOCIOECONOMIC_VULNERABILITY_FILTER_7_5","OVERALL_NATURAL_HAZARDS_FILTER_7_5","OVERALL_FRAGILITY_INSTITUTIONS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5","OVERALL_FLAGS_FILTER_7_5_MED","OVERALL_HEALTH_GEO","OVERALL_FOOD_SECURITY_GEO","OVERALL_MACRO_FISCAL_GEO","OVERALL_SOCIOECONOMIC_VULNERABILITY_GEO","OVERALL_NATURAL_HAZARDS_GEO","OVERALL_FRAGILITY_INSTITUTIONS_GEO","OVERALL_FLAGS_GEO","OVERALL_FLAGS_GEO_MED","UNDERLYING_RISK_HEALTH","UNDERLYING_RISK_FOOD_SECURITY","UNDERLYING_RISK_MACRO_FISCAL","UNDERLYING_RISK_SOCIOECONOMIC_VULNERABILITY","UNDERLYING_RISK_NATURAL_HAZARDS","UNDERLYING_RISK_FRAGILITY_INSTITUTIONS","UNDERLYING_FLAGS","UNDERLYING_FLAGS_MED","EMERGING_RISK_HEALTH","EMERGING_RISK_FOOD_SECURITY","EMERGING_RISK_SOCIOECONOMIC_VULNERABILITY","EMERGING_RISK_MACRO_FISCAL","EMERGING_RISK_NATURAL_HAZARDS","EMERGING_RISK_FRAGILITY_INSTITUTIONS","EMERGING_FLAGS","EMERGING_FLAGS_MED","EMERGING_RISK_FRAGILITY_INSTITUTIONS_MULTIDIMENSIONAL","H_coefvar","M_coefvar","Fr_coefvar","NH_coefvar","F_coefvar","S_coefvar","RELIABILITY_SCORE_UNDERLYING_RISK","RELIABILITY_SCORE_EMERGING_RISK"
"31","Grenada","GRD",NA,NA,NA,4.25033333333333,1,NA,NA,0.583333333333335,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0752772652709541,1,NA,NA,0,0,0,0,8.5,NA,NA,2.71428571428571,1.16666666666667,0,0,0.5,0.000666666666667481,1,NA,NA,0,0,0,0,1,136.930639376292,NA,NA,NA,NA,NA,0.2,0.4
"32","Guinea","GIN",1.16449403948124,5.99031690140844,NA,10,6.91387559808612,7.5979765653978,7.42857142857143,2.41666666666667,2.87785457380722,3,3.5,2.4231882780001,5.82933057414294,10,0,0,0,0,0,1,1,10,0,0,10,0,0,2,2,10,0,0,10,0,0,2,2,10,6.6437004734456,7.42594628940418,7.41619848709566,0,0,3,3.5,10,8.82775119617225,9.20563622938716,7.85714285714286,4.83333333333333,0,1,2.5,10,5,7,5.99031690140844,0,5.75570914761445,1,1.5,5.87184143063707,135.474055279705,NA,173.205080756888,NA,NA,NA,0,0.3
"33","Iran","IRN",2.06261054946877,10,NA,5.98304311247818,NA,10,4.32904761904762,8.33333333333334,3.07733082882476,2,2.5,2.80092220028226,7.420300684579,0,0,10,0,0,0,1,1,0,0,10,0,10,0,2,2,0,0,10,0,10,0,2,2,5.96400176167128,NA,10,4.26223728418147,8.22597511950205,0,2,2.5,6.46,2.96650717703349,10,3.57142857142857,9.66666666666667,0,1,1.5,5.50608622495636,NA,5.08666666666667,10,7,6.15466165764952,1,1.5,7.845165172034,110.051730289395,NA,173.205080756888,141.42135623731,NA,NA,0,0.4
"34","Kenya","KEN",1.40278365059478,8.3230633802817,NA,9.5,10,7.6875592559789,8.85714285714286,6.91666666666667,0,4,4.5,1.69852052961224,8.0205961941241,0,10,0,0,0,0,1,1,10,10,10,10,0,0,4,4,10,10,10,10,5,0,4,4.5,9.48683298050514,10,7.66124675377193,8.7831006565368,6.91616464041547,0,4,4.5,9,10,7.0520551316761,7.71428571428572,6.83333333333333,0,1,2.5,10,10,10,8.3230633802817,7,0,3,4,2.88497198951423,151.289186908801,NA,NA,173.205080756888,NA,NA,0,0.2
"35","Malawi","MWI",0.550831444326722,2.24911971830986,NA,8.43506461227724,7.5,4.93978260097133,6.50961562494991,2.91666666666667,3.15625361009858,2,2.5,1.94112550184022,8.7293351548411,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,8.3956057153209,7.07106781186548,4.14267852925217,5.58293444474486,0,0,2,2.5,9.25,10,7.63044548363279,9.85714285714286,5.83333333333333,0,1,2.5,7.62012922455448,5,3.16208839275696,2.24911971830986,0,6.31250722019717,0,0.5,3.76796821389443,243.803094625977,NA,173.205080756888,NA,NA,NA,0,0.3
"36","Mali","MLI",0.482119063184626,7.31073943661973,4.84660247449134,7.245,9.11483253588517,6.23689814558035,9.96683149748,2.83333333333333,10,4,4.5,9.24677577075104,4.62024069099405,0,0,0,0,0,10,1,1,0,10,0,10,0,10,3,3,5,10,0,10,0,10,3,3.5,6.96203993093978,9.07175014634461,6.14375808117495,9.96677630679048,0,10,3,4,9.25,8.22966507177034,5.16305685454098,10,5.66666666666667,10,2,3,5.24,10,9.93366299496001,7.31073943661973,0,10,2,3,8.55028621545486,239.917223705072,NA,30.4251200283907,NA,24.9567099242311,NA,0,0.2
"37","Montenegro","MNE",NA,3.04137323943662,NA,4.677,1.08612440191387,4.87442769773948,NA,2.75,0,0,0,1.32058825391193,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.64052152241534,1.08270439355705,4.51663112655725,NA,0,0,0,0,5.26,1.17224880382775,6.70748215604234,3,5.5,0,0,0,4.094,1,NA,3.04137323943662,0,0,0,0,1.74395333637016,137.764590289898,NA,NA,NA,NA,NA,0,0.3
"38","Nigeria","NGA",0.610178717824682,9.95158450704226,NA,9.875,9.24641148325359,9.97579225352113,8.57142857142857,2.5,10,5,5,9.98787408892692,8.08693312107271,0,0,0,0,0,10,1,1,10,10,10,10,0,10,5,5,10,10,10,10,0,10,5,5,9.87420882906575,9.21565134242132,9.97576288162577,8.45154254728516,0,10,5,5,9.75,8.49282296650718,10,7.14285714285714,5,10,2,3.5,10,10,10,9.95158450704226,0,10,4,4.5,9.97576288162578,116.599804206041,NA,93.9186134043079,NA,32.8253671098728,NA,0,0.1
"39","Papua New Guinea","PNG",1.02544450456519,8.63116197183099,NA,6.95653846153846,NA,7.21091694456674,7.92857142857143,8.25,5,3,4,5.42022502075574,5.63526118864062,0,0,0,0,0,0,0,0,0,0,0,10,10,0,2,2,0,0,0,10,10,0,2,2,6.56760698721091,NA,7.06966952862515,7.87400787401181,8.15475321515004,0,3,3.5,9.25,10,5.79067191730249,8.85714285714286,9.5,10,2,3.5,4.66307692307692,NA,7,8.63116197183099,7,0,0,1.5,2.93788392756266,200.961033169986,NA,NA,141.42135623731,NA,NA,0,0.4
"40","Romania","ROU",1.72100761231239,2.16109154929577,NA,5.55310586106861,NA,3.31134813743401,6.21428571428572,6.08333333333333,0,0,1.5,1.21246243297593,7.91594070350279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0.5,5.50712853809897,NA,3.10514673867955,4.92805380304581,6.01387285088957,0,0,1,4.84,2.46411483253589,4.46160472557224,2.42857142857143,5.16666666666667,0,0,0,6.26621172213722,NA,10,2.16109154929577,7,0,1,1.5,1.47006515137791,142.205382315183,NA,NA,141.42135623731,NA,76.7706804657274,0,0.4
"41","South Africa","ZAF",2.29312804281133,7.44278169014085,NA,6.44049133244584,4.21531100478469,5.85374378624689,8,3.25,5,1,2.5,2.93720203303094,7.83005917275961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,6.43305005328102,4.0363183755383,5.63393955017379,7.74596669241483,0,0,1,2,6.75,5.43062200956938,4.26470588235294,6,6.5,0,0,0,6.13098266489169,3,10,7.44278169014085,0,10,2,2.5,8.62715578284109,75.7272711688471,NA,173.205080756888,NA,NA,105.563153557929,0,0.2
"42","Tajikistan","TJK",0.263535870306471,5.99031690140846,NA,7.82461538461538,NA,7.99515845070423,6.91910103389195,7.5,4.63378852521918,3,3.5,2.72963137188225,8.03452809527061,0,0,0,0,0,0,0,0,10,0,0,0,10,0,2,2,10,0,0,5,10,0,2,2.5,7.81943731990992,NA,7.73971375530675,6.89004937169811,7.48331477354788,0,3,3.5,7.54,5.90909090909091,10,6.28571428571429,8,0,1,2,8.10923076923077,NA,7.55248778206961,5.99031690140846,7,9.26757705043837,0,2,7.4508874263638,244.888276651451,NA,173.205080756888,141.42135623731,NA,NA,0,0.4
"43","Zambia","ZMB",1.85028641246094,10,NA,9.08425301985935,5.85406698564594,9.35361801624416,9.42857142857143,2.08333333333333,0,3,3.5,1.77827941003892,8.71107610827791,0,0,0,0,0,0,0,0,10,0,10,10,0,0,3,3,10,0,10,10,0,0,3,3,9.03797877831028,5.11120356803323,9.33125716743907,9.4112394811432,0,0,3,3.5,10,8.70813397129187,8.70723603248831,8.85714285714286,4.16666666666667,0,1,2.5,8.1685060397187,3,10,10,0,0,2,2.5,3.16227766016838,107.483280857593,NA,NA,NA,35.3553390593274,NA,0,0.2
"44","Albania","ALB",1.30066144318583,0,NA,7.75,3.19856459330143,2.47384937238494,1.92857142857143,4.5,2.5,1,1,1.49534878122122,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.41619848709566,3.19239526998281,0,1.69030850945703,0,0,1,1,5.5,3.39712918660287,4.94769874476988,2.85714285714286,9,0,0,0.5,10,3,1,0,0,5,1,1,2.23606797749979,219.125712460574,NA,173.205080756888,NA,NA,NA,0,0.3
"45","Antigua and Barbuda","ATG",NA,NA,NA,4.18752,1,NA,NA,2.25,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.19805175180373,1,NA,NA,0,0,0,0,8.2,NA,NA,2.71428571428571,4.5,0,0,0.5,0.175039999999999,1,NA,NA,0,0,0,0,1,221.495807026637,NA,NA,NA,NA,NA,0.2,0.4
"46","Argentina","ARG",2.47033927100124,8.45510563380282,NA,6.75,4.63636363636363,9.22755281690141,6.21428571428572,2.5,0,1,2,1.70521741541841,7.04025306618502,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,0,0,10,0,0,0,1,1,5.91607978309962,3.98862017608733,9.19516483473941,4.92805380304581,0,0,1,1.5,3.5,2.27272727272727,10,2.42857142857143,5,0,1,1,10,7,10,8.45510563380282,0,0,2,3,2.90776643384623,91.0996778082033,NA,NA,NA,NA,121.127854108613,0,0.3
"47","Barbados","BRB",1.11266881768225,9.29137323943663,NA,5.06107887884844,NA,7.39334844595509,6.64285714285714,2.33333333333333,0,1,2,1.74590245865098,5.00215729230587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.36651372534774,NA,7.14556527691377,5.7321150422111,0,0,1,1.5,7.62,1.81818181818182,5.49532365247354,3.28571428571428,4.66666666666667,0,0,0.5,2.50215775769688,NA,10,9.29137323943663,0,0,1,1.5,3.04817539512355,192.775680082289,NA,NA,NA,NA,NA,0,0.4
"48","Bolivia","BOL",4.35126398119036,2.68926056338029,NA,8.625,4.54306220095694,4.62145774907878,8.14285714285715,3.08333333333333,0,2,2,1.2805844407771,8.42059700739477,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,0,0,1,1.5,8.5146931829632,2.84361115518875,4.19815266064719,7.92824967172092,0,0,2,2,7.25,8.08612440191388,6.55365493477726,6.28571428571429,6.16666666666667,0,0,1,10,1,10,2.68926056338029,0,0,2,2,1.6398965099604,60.549001004184,NA,NA,NA,NA,112.603687234278,0,0.3
"49","Burkina Faso","BFA",0.577141304436224,2.20510563380281,4.54263468043496,10,9.37799043062201,2.78880681640916,8.35714285714285,5.75,10,4,4.5,6.85263104921822,5.48104116157971,10,0,0,0,0,10,2,2,10,10,0,10,0,10,4,4,10,10,0,10,0,10,4,4,10,9.35733982563635,2.72703802479433,8.24621125123532,5.61248608016091,10,4,4.5,10,8.75598086124402,3.37250799901551,9.71428571428571,4.5,10,2,3,10,10,7,2.20510563380281,7,10,3,4,4.69585522967096,185.185532714529,NA,40.9963651894407,141.42135623731,60.0925212577332,NA,0,0.1
"50","Dominica","DMA",NA,NA,NA,7.38846153846154,3.25119617224881,NA,2.57142857142857,3.25,0,1,1,1,2.46987531088755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.16293880384946,2.34571787402015,NA,0,0,0,1,1,9.2,5.50239234449761,NA,5.14285714285714,6.5,0,0,0.5,5.57692307692308,1,0,NA,0,0,0,0,1,200,NA,NA,NA,NA,NA,0,0.4
"51","Egypt","EGY",1.05396751493523,7.44278169014085,NA,6.21948526956256,NA,6.86900344659639,7.5,3.25,0,1,2,1.65171008360641,8.01184781378499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,6.21628527703912,NA,6.84499721523597,7.07106781186548,0,0,1,2,6.02,1.79425837320574,6.29522520305193,5,6.5,0,0,0,6.41897053912513,NA,10,7.44278169014085,0,0,1,1.5,2.72814620028708,187.74008971814,NA,NA,NA,NA,166.470981452955,0,0.4
"52","El Salvador","SLV",1.6210469277547,4.66989436619719,NA,5.99538461538461,7.48803827751196,3.67970475139788,7.57119047619048,4.58333333333333,4.56431208779111,2,2.5,2.55521881170514,7.34348624360564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,5.97488332682997,7.05413109817497,3.54397398187455,7.46126505295692,0,0,2,2.5,5.5,4.97607655502392,2.68951513659857,6.28571428571429,9.16666666666667,0,0,0.5,6.49076923076923,10,8.85666666666667,4.66989436619719,0,9.12862417558222,1,2,6.52914317569181,115.587622183191,NA,122.783400908202,NA,76.149961050859,104.89573600669,0,0.2
"53","Eritrea","ERI",0.975949592183818,4.8899647887324,NA,6.98269230769231,NA,6.98934616497905,7.78571428571428,4.75,5,1,2.5,4.70247432443013,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,10,0,0,1,1,6.41092816992985,NA,6.66660015682477,7.74596669241483,4.74341649025257,0,1,2,9.75,10,9.0887275412257,8.57142857142857,4.5,10,2,3.5,4.21538461538462,NA,7,4.8899647887324,5,0,0,0.5,2.21132647719246,181.781051440105,NA,NA,NA,NA,NA,0,0.4
"54","Georgia","GEO",2.45211984526875,4.00968309859156,NA,7.5,4.96411483253589,2.92195944247815,6.64285714285714,2.91666666666667,5,1,2,2.51638746115734,7.34005182569476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,7.07106781186548,4.96398512541676,2.71195579451778,5.7321150422111,0,0,1,1.5,5,4.92822966507177,1.83423578636475,3.28571428571428,5.83333333333333,0,0,0,10,5,10,4.00968309859156,0,10,3,3,6.33220585466989,108.30407964646,NA,173.205080756888,NA,NA,NA,0,0.3
"55","Guatemala","GTM",1.75588569228056,6.87059859154929,NA,6.76646137859005,8.25358851674641,5.47227935976677,6.97845780523859,8.25,0,2,3.5,1.61900669250912,7.79289596823935,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,1,5,0,0,5,10,0,1,2,6.73082489510488,8.06670752754358,5.29060910645991,6.95321932704121,8.15475321515004,0,2,3.5,7.46,6.50717703349282,4.07396012798425,7.57142857142857,9.5,0,0,1.5,6.07292275718011,10,6.3854870390486,6.87059859154929,7,0,1,1.5,2.62118267038932,143.126724903891,NA,NA,173.205080756888,0,NA,0,0.1
"56","Lesotho","LSO",0.88555675545932,5.37411971830987,NA,7.25153846153846,6.87799043062201,5.57316618453027,9.09285729980576,1.25,0,2,3,1.52256847782576,3.8517798679503,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,0,0,0,10,0,0,1,1,6.71049694365247,6.61663844457441,5.56961056310734,9.08980156967968,0,0,1,2.5,10,8.75598086124402,5.77221265075068,8.85714285714286,2.5,0,1,2,4.50307692307692,5,9.32857174246867,5.37411971830987,0,0,0,0.5,2.31821476966865,137.396790509565,NA,NA,NA,NA,NA,0,0.3
"57","Mauritius","MUS",0.097433755016138,3.56954225352113,NA,3.78230769230769,2.39712918660287,2.15734065666458,6.42857142857143,7.25,0,1,1.5,1.37452654624142,1.18709678914805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.95530048841604,2.32008084333655,1.63089097082967,5.34522483824849,6.70820393249937,0,0,1,7.02,1.79425837320574,0.745139059808025,2.85714285714286,4.5,0,0,0.5,0.544615384615385,3,10,3.56954225352113,10,0,2,2,1.88932322632236,161.552790598433,NA,NA,141.42135623731,NA,NA,0,0.3
"58","Myanmar","MMR",0.94677943960788,10,NA,6.40483136291519,4.04066985645933,9.20286733940438,6.86307116917201,5,10,2,3.5,10,3.16227766016838,0,0,0,0,0,10,1,1,0,0,10,0,0,10,2,2,5,0,10,5,0,10,2,3,6.37711839946639,2.66107867469541,9.16827937991026,6.85736579759671,0,10,2,3,7,7.08133971291866,8.40573467880876,7.14285714285714,10,10,2,4,5.80966272583039,1,6.58328519548689,10,0,10,2,2,10,165.270137927648,NA,173.205080756888,NA,NA,NA,0,0.3
"59","Pakistan","PAK",1.23238582910707,5.90228873239436,NA,7.82183060282973,5.8133971291866,7.45858960370641,6.83571428571429,8.5,3.29592625400905,3,4,2.49750854660872,8.59864012833393,0,0,0,0,0,0,0,0,10,0,0,0,10,0,2,2,10,0,0,5,10,0,2,2.5,7.81010274879213,5.7562115398816,7.29441474516432,6.79600723114052,8.36660026534076,0,3,4,8.25,6.62679425837321,9.01489047501846,7.57142857142857,10,0,1,2.5,7.39366120565945,5,6.1,5.90228873239436,7,6.5918525080181,0,1,6.23754894038361,205.078029781381,NA,173.205080756888,141.42135623731,NA,NA,0,0.3
"60","Seychelles","SYC",3.19476618018064,7.97095070422536,NA,8.81,NA,6.2162777148988,2.64285714285715,1.5,0,1,1.5,1.68026403164347,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,8.72926113711808,NA,5.96349153845926,2.61861468283191,0,0,1,1.5,7.62,2.20095693779904,4.46160472557224,2.28571428571429,3,0,0,0.5,10,NA,3,7.97095070422536,0,0,1,1.5,2.82328721603477,78.755416703498,NA,NA,NA,NA,NA,0,0.4
"61","Spain","ESP",0.919787132942816,0,NA,2.92586,1.5,1.45243662318484,4.85714285714286,2.58333333333333,0,0,0,1,0.572262910017512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77550716086268,0,0,2.53546276418555,0,0,0,0,2,0,2.90487324636968,0.714285714285714,5.16666666666667,0,0,0,3.85172,3,9,0,0,0,0,0.5,1,169.021549477199,NA,NA,NA,NA,NA,0,0.3
"62","Suriname","SUR",3.28605418683851,2.24911971830987,NA,8.35,NA,5.88735828396419,6.2152380952381,2.41666666666667,0,1,2,1.22462506264754,3.27636676126648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,8.18535277187245,NA,4.62862913864865,6.06504426239099,0,0,1,1.5,6.7,5.52631578947368,9.52559684961851,4.85714285714286,4.83333333333333,0,0,0.5,10,NA,7.57333333333333,2.24911971830987,0,0,1,1.5,1.49970654406449,76.0499699222693,NA,NA,NA,NA,NA,0,0.4
"63","Syria","SYR",1.13011293979162,10,NA,8.01563616464268,8.08612440191387,10,8.5,7.41666666666667,10,6,6,10,7.7661266595938,0,0,10,0,0,10,2,2,0,0,10,10,10,10,4,4,5,0,10,10,10,10,4,4.5,7.7661266595938,7.85636608351963,10,8.36660026534076,7.40495329717435,10,6,6,10,6.17224880382775,10,10,7.83333333333333,10,4,4.5,6.03127232928535,10,7,10,7,10,3,4,10,215.432313421109,NA,173.205080756888,141.42135623731,NA,NA,0,0.3
"64","Timor-Leste","TLS",1.72947775134627,5.55017605633803,NA,7.29952,5.15311004784689,3.75373680985742,7.14285714285715,8,5,3,4,4.85374202390113,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,1,5,0,0,10,5,0,1,2,7.14363716883773,3.05060979079491,3.29595905183647,7.14142842854285,7.74596669241483,0,3,3,8.8,9.30622009569378,1.95729756337682,7.28571428571429,6,10,1,2.5,5.79904,1,7,5.55017605633803,10,0,1,1.5,2.35588116345838,108.972108310796,NA,NA,141.42135623731,NA,NA,0,0.3
"65","Trinidad and Tobago","TTO",2.61561147070596,3.34947183098591,NA,8.34,NA,3.61941964672604,1.42857142857143,1.83333333333334,0.109163464577632,1,1,0.924742694396239,1.66851065300113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,8.17312669668102,NA,3.60933882530908,0,0,0,1,1,6.68,2.89473684210526,3.88936746246616,2.85714285714286,3.66666666666667,0,0,0,10,NA,0,3.34947183098591,0,0.218326929155264,1,1,0.855149050839217,88.4980329331481,NA,173.205080756888,NA,NA,NA,0,0.4
"66","Tunisia","TUN",2.1095075128759,7.31073943661972,NA,8.006,NA,7.01526388518163,6.78571428571428,2.83333333333333,4.87757724411374,2,2.5,2.90602177542872,6.77329430924473,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,0,0,0,1,1,7.97116804489781,NA,7.00903856297253,5.97614304667197,0,0,2,2.5,7.26,2.05741626794258,6.71978833374354,3.57142857142857,5.66666666666667,0,0,0.5,8.752,NA,10,7.31073943661972,0,9.75515448822749,1,2.5,8.44496255926588,122.642749578566,NA,173.205080756888,NA,NA,NA,0,0.4
"67","Uganda","UGA",1.48197543391784,1.36883802816901,NA,10,8.5,4.45964667837198,9.35714285714285,5.33333333333333,5,3,4,1.92348150827419,5.43480631416747,10,0,0,0,0,0,1,1,10,10,0,10,0,0,3,3,10,10,0,10,0,0,3,3,10,8.36660026534076,3.21486397593191,9.33503385868831,5.32290647422377,0,3,3.5,10,10,7.55045532857495,8.71428571428571,5.66666666666667,0,2,3,10,7,10,1.36883802816901,5,10,3,3.5,3.69978111267276,126.262999031245,NA,173.205080756888,NA,106.066017177982,NA,0,0.1
"68","Venezuela","VEN",1.04740084549795,9.81954225352111,NA,7.39956771629708,7.53588516746411,9.90977112676056,2.57142857142857,4.25,5,3,3.5,5.59787002882503,7.34788094119261,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,1,5,0,10,0,0,0,1,1.5,7.12403488666255,7.12163628313622,9.90936034944795,0,0,0,3,3,9.4,5.07177033492823,10,5.14285714285714,8.5,10,2,3,5.39913543259416,10,0,9.81954225352111,0,0,1,1.5,3.13361488596176,133.926062202339,NA,NA,NA,NA,NA,0,0.3
"69","Angola","AGO",1.35532862914151,9.29137323943663,NA,7.29816303099885,9.91626794258373,9.64568661971832,8.80614534865156,1.75,4.10187696153766,4,4,2.95476627064993,6.43491325823014,0,0,0,0,0,0,0,0,0,10,10,10,0,0,3,3,5,10,10,10,0,0,3,3.5,7.09696657438791,9.9159144233739,9.63917695627414,8.78113003306702,0,0,4,4,9,9.83253588516746,10,8.14285714285714,3.5,0,1,2.5,5.5963260619977,10,9.46943355444598,9.29137323943663,0,8.20375392307532,1,2.5,8.73064371417052,125.009652078491,NA,173.205080756888,NA,47.1404520791032,NA,0,0.2
"70","Bahamas","BHS",1.4548971144095,3.12940140845071,NA,5.582,2.29425837320574,3.76166107833316,6.71428571428572,2,0,0,1,1.33004188702176,4.51781753950407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08703449958814,1.89433807606021,3.70814532860926,5.8554004376912,0,0,0,1,7.88,3.58851674641148,4.3939207482156,3.42857142857143,4,0,0,0.5,3.284,1,10,3.12940140845071,0,0,1,1,1.76901142123241,95.1308329411344,NA,NA,NA,NA,NA,0,0.3
"71","Belize","BLZ",0.166054296071607,2.68926056338029,NA,4.72019786458567,NA,4.35072183965224,7.71428571428572,3.75,0.35566015536867,1,1,1.17604657968295,4.24310703279018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0.5,3.70877653288374,NA,4.02098581861162,7.36788397613007,0,0,1,1,7.64,4.66507177033493,6.0121831159242,5.42857142857143,7.5,0,0,1,1.80039572917135,NA,10,2.68926056338029,0,0.711320310737339,1,1,1.38308555758396,196.058304373685,NA,173.205080756888,NA,NA,NA,0,0.4
"72","Bosnia and Herzegovina","BIH",2.13844164168354,10,NA,6.987,2.11483253588516,7.05543933054394,6.85714285714285,2.58333333333333,0.847645628715,1,2,2.02913564774032,8.96509817462009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.81358642713219,1.79712689361946,6.41161341714226,6.09449400220044,0,0,0,1.5,5.44,3.22966507177033,4.11087866108787,3.71428571428571,5.16666666666667,0,0,0,8.534,1,10,10,0,1.69529125743,2,2.5,4.11739147693051,139.190541962461,NA,173.205080756888,NA,NA,NA,0,0.3
"73","Botswana","BWA",3.35880766612662,1.19278169014085,NA,7.8295493284431,4.9688995215311,1.40582968336725,8.21428571428572,1.41666666666666,2.5,2,2,1.56272565533713,8.87642870578376,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,1,10,0,0,5,0,0,1,1.5,7.82939254032997,4.56217022141728,1.38959262059737,8.01783725737273,0,0,2,2,7.78,6.9377990430622,1.61887767659365,6.42857142857143,2.83333333333333,0,0,0.5,7.8790986568862,3,10,1.19278169014085,0,5,1,1.5,2.44211147384886,59.3180041908066,NA,173.205080756888,NA,NA,NA,0,0.3
"74","Brunei Darussalam","BRN",0.143933886749526,1.50088028169014,NA,6.38461538461539,2.40909090909091,1.13223930402499,4.57142857142857,1.5,0,0,0.5,1.10684424928587,3.16227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0.5,6.28994802473329,2.33549683248457,1.07054643578178,3.87298334620741,0,0,0,0.5,7.48,1.81818181818182,0.763598326359833,2.14285714285714,3,0,0,0.5,5.28923076923077,3,7,1.50088028169014,0,0,0,0.5,1.2251041921772,240.043737529046,NA,NA,NA,NA,NA,0,0.4
